"response","DUSP26","CLTA","DGAT1","TLR6","TRPV5","TRIM36","PITRM1","TP53AP1","TBX19","SDCCAG1","CHRM5","ZC3H11A","TTC33","SEMA4D","POLI","PYY","GADD45GIP1","MGC10334","KLK6","RAPGEF6","FNDC4","AMPD3","LAMA3","CENPJ","KIF1A","DAXX","THYN1","LPAL2","GSS","THPO","NKX2.8","RPL14","TTF1","KIAA0649","PRKAA2","HDAC1","APOL5","FLG","CEL","UQCRC2","CBY1","HSBP1","ARID5B","LRRC51","GLI1","RAB3B","PPP2R3A","C1orf77","CSNK2A2","DHX57","POLR1C","NPTXR","HSPB1","SUSD4","FTSJ2","POLD2","NXPH4","PHF2","GMDS","SNRPD3","CSGlcA.T","ADCY8","MTO1","BASP1","IL6R","DUSP10","PROSC","MORC4","NBR1","ZBTB11","SPINK1","ORM1","FRYL","CENPM","ZFPM2","TSPAN8","TCF4","FLJ13236","AXIN1","ANKS1B","ITGB7","ZNF471","ATP8B2","C9orf6","METTL9","VAMP4","RBM25","CACNA1H","PDE11A","SAPS3","JDP2","FOXC1","PTPRG","UBD","FAM110B","METRN","CLIC1","PDAP1","DEPDC1","C10orf6","KIAA0562","ZNF451","CEP290","PAK6","C16orf33","PNKP","GLT8D2","RMI1","PPP1R10","G3BP1","NOX4","LY6E","FAIM3","TM4SF4","C12orf41","LSM1","MED28","OR2S2","ATF7","MMP27","FLJ20035","CD3E","CCT8L2","RIN1","VANGL1","HABP2","UGCGL2","NMD3","NHLH2","C5orf28","ATG2A","DDX43","TRIOBP","RASA2","KIAA0692","ERCC5","DUT","MYBBP1A","BANF1","EIF4ENIF1","CASP8","FLJ20254","ARHGEF18","WDFY3","XRCC2","C14orf115","MT1G","SEC14L1","HOXC10","SSX2IP","PCDHGB5","SNX16","ONECUT1","SNX15","REV3L","PYCRL","IFT88","CTR9","RAB6B","CADM3","C20orf39","DIO1","ATP10B","UPF3A","GRIA2","NEUROD2","LALBA","RARB","C9orf16","CCL5","PDZK1IP1","C6orf66","BZW2","TOMM7","C14orf2","C9orf7","TIMM9","EDN1","VPS4A","EML3","TRIAP1","SNCAIP","SYT11","PCYOX1","JMJD1C","CLU","CXCL9","CLCF1","PRRG1","RPS28","PPFIA4","TTF2","SPEG","ACP5","FUT1","SLC34A2","SSRP1","C14orf172","MYO1B","RAB11FIP3"
1276,3.367293429,9.885801645,5.395715595,3.143697562,3.75888866,6.416255181,7.542703406,5.85166146,4.657780515,6.841045425,3.305171961,8.305929949,6.145359713,5.539373844,6.970857631,3.204631886,4.658866516,5.521299224,5.325974464,7.433118285,4.362503712,5.004435829,7.147954208,3.858714949,3.539909215,5.75651489,6.917388652,2.925354774,6.164018278,3.330470928,2.874613701,10.00861241,6.561021599,5.313146543,3.817571481,7.374541781,3.649888654,2.792736388,3.739443901,8.479473765,7.013082046,8.988010596,9.296655378,8.408993468,3.296090296,3.150860711,6.23619949,5.982333968,7.326755337,4.317048754,6.740266942,4.244097976,12.03399407,4.721844856,6.332639487,7.69976073,3.951696292,6.704039979,5.932808123,7.761151784,7.717379494,3.03005483,5.704165498,5.387888877,5.38036977,6.694771373,5.916807123,5.372068227,6.792678906,7.25142621,3.297453537,6.046462099,7.016396172,5.535448272,3.225646101,2.968301696,6.843347094,3.084420115,5.727002125,2.882147188,4.03199947,3.277260437,4.456196095,7.095677742,9.024673184,4.808146317,7.155590161,3.563026787,3.690244526,5.903403254,2.789561802,4.012458307,3.89983861,9.284973592,4.318998252,4.209288253,11.01808011,5.80615418,6.275923569,4.675329423,5.631884321,6.542216313,4.236834784,4.603241364,7.695381769,6.253916139,3.530103739,8.076525149,7.190909912,6.635376707,3.393360734,8.178675032,4.292420779,3.638056796,8.098769758,8.321826966,7.543244624,3.076287006,3.702879596,2.954993734,7.396721574,3.492874785,3.380835168,3.886314023,6.302798153,3.526306162,4.863834354,5.878456415,3.021733338,7.630258236,6.36594246,3.041175185,6.005377665,5.6117491,5.495701349,6.069317003,8.612027511,5.539826053,9.048575508,6.028885741,7.058676177,6.639863534,7.789762471,5.400212616,7.002348918,3.799662748,10.82011117,6.397595518,3.457849762,5.348656439,4.304744295,4.018732996,3.244244923,5.340991686,5.685335892,4.137671619,5.075247201,7.040495754,4.409140864,3.442199896,4.041979924,2.942739189,4.189621897,6.583022838,3.214396945,3.111159236,3.168606324,3.936182047,9.028286001,7.68953886,10.12440644,6.155080397,8.985350169,10.63906686,9.538424121,5.533826606,7.464361652,4.395408617,7.691310206,5.883212404,8.137834349,3.504186767,4.075974099,6.436256583,7.333690817,9.023083422,4.090665041,4.424913987,4.678813841,12.30081308,3.710470461,6.358845137,4.413318412,6.511804762,4.445603066,9.209919447,7.944282667,5.359124327,5.638398349,5.099647985
889,3.460357651,9.415907426,4.52925777,3.262672824,3.699946335,3.481463921,7.027883561,6.017009033,5.403933382,6.906927652,3.392796798,8.267781678,4.54498235,6.194038861,5.414992396,3.134511866,4.331862204,6.806706549,5.483553187,5.228457032,4.358814828,4.809134385,10.26993094,3.475913982,3.442085842,6.249546934,7.100504024,3.224060131,6.741425839,3.345365043,3.055571234,9.326271199,5.361202877,5.301822283,4.19624581,8.846954946,3.475102066,3.18804351,2.907866118,9.325070851,7.41799888,8.615046301,9.533548725,6.884951156,3.371390878,3.122380147,7.360803022,6.380579832,6.765131279,4.560744477,6.822457925,4.664590184,10.91038463,6.748250801,6.408487959,6.776485644,3.405178607,5.525212524,5.343371304,8.464606571,5.688073654,2.925898651,6.816378142,8.426273842,4.786381412,5.136540913,5.744865857,4.761867304,8.060643988,7.538574144,2.922033284,3.254521335,6.478782701,4.936806132,5.657994925,3.083659971,7.322387834,3.668784485,5.519708831,2.798325348,4.998956978,3.19041278,4.919948599,6.700580684,9.046587991,6.052967477,6.193576042,3.740391099,3.478837618,5.574807731,2.945992871,3.767932558,5.737582605,10.07279256,3.833254354,3.886478884,10.79159018,4.738582975,4.567559599,4.742763879,5.813835393,5.510776963,3.865412537,3.642727873,7.730384412,5.832474106,6.49841136,6.617765286,5.58649119,7.290874528,5.867114122,6.413480087,4.250698153,4.881172694,7.492108434,8.012201505,7.656606636,3.232874087,3.767427377,3.113754564,6.634569571,4.330883378,3.173651825,3.623746555,6.616713054,3.518562997,4.799111727,6.358089765,3.052034813,7.10880662,6.40765404,5.768235824,6.909035619,4.834295894,5.522931195,6.42857333,7.814178656,4.936308324,9.46364535,6.090204996,6.039868032,7.431552693,6.62664872,5.226110657,4.390707947,3.949407832,6.960981699,6.243943752,3.405389762,4.844332428,3.634585191,4.276059357,2.911577779,5.49107837,6.178955958,4.067667241,5.620883834,7.548310769,4.860011381,3.430133093,4.620385744,2.769182981,3.923406742,6.901692963,3.275194556,2.922251016,3.056717583,3.709171549,8.0748521,8.518082335,10.01453696,7.136841113,9.132559504,10.8289154,8.577750931,5.637222519,7.154706105,3.540659347,6.79423201,5.032019655,8.828535922,4.063763549,6.502507705,6.088207718,6.73452399,10.58766068,9.057787182,6.445164039,6.302781283,11.60238319,3.236559067,4.970142675,4.434230652,5.322393336,3.927429225,9.148928347,7.564897474,4.831928425,5.332674448,4.87436605
889,3.456226432,9.255358559,5.689162272,3.273128986,3.852046721,2.993232975,6.92825893,6.399354469,5.034715522,6.159603298,3.482882903,8.098560799,4.847197118,5.051552489,5.262081508,3.201264694,5.225069867,6.06238201,7.745086179,5.452899901,4.427517716,4.364764532,6.9205792,3.763190784,4.297160753,5.973442855,7.534521608,3.036159356,7.302945237,3.300380771,2.943291758,9.835767183,5.557811206,5.051795911,4.371439803,8.831593032,3.745318778,7.068596089,3.010228781,9.581038372,7.270411968,8.782652844,8.781003947,7.063014337,3.370182797,3.358646775,6.125219058,6.181582381,6.411415559,5.612091536,7.195494766,3.94835618,10.40898621,7.245144287,6.788668455,7.584429371,5.037452277,4.896267816,6.955838331,8.592190452,6.09527081,2.943274944,6.514802167,7.065168425,4.841836213,5.495891127,5.640468919,5.304031795,7.626079853,7.458114318,3.836896939,3.898932075,5.537477447,5.621752982,4.907928722,3.039779028,6.574042803,4.271620892,5.167026515,2.784678573,4.855788675,3.517198763,5.271373403,7.03935334,9.328958511,6.194615749,6.019570538,3.482410146,3.38225329,5.54115382,3.139821737,4.057200331,5.183747282,8.510673515,3.763315719,3.69041111,10.29302688,5.360184409,6.201077996,4.541690068,5.422159493,6.059290983,4.044616408,3.798178089,8.341674498,6.48470282,4.727600492,6.944866183,5.873102366,7.725973102,4.917600986,7.604771739,4.709668203,6.391986261,7.681614286,8.007067999,8.424479126,3.409852245,3.68339806,2.921366632,6.11615832,3.299226747,3.370073418,4.155729887,5.864130117,3.28648458,5.982092382,7.055840617,3.021374819,6.189960706,5.488140101,4.981951068,5.731261121,4.842538144,5.465394021,6.540209054,8.143931683,5.44171311,9.357449583,6.38399611,5.650251307,7.267892809,5.945448123,4.626051437,4.420471193,3.915849206,7.550871466,5.909054761,4.317028874,5.243336571,4.063790205,4.187959571,3.089571385,5.308702871,5.404422037,4.708350465,6.304222349,7.445868362,4.502435228,5.913638432,5.775305547,3.132880454,5.200312699,6.159348299,3.393310584,2.950393393,3.081257004,3.6503748,7.646547504,5.918329896,8.554690837,7.592144134,10.1855722,11.47838057,9.624067186,5.932930101,7.933005139,3.746650241,6.418837392,4.873614956,9.013503629,4.215570176,6.633739703,6.901116307,6.519654847,9.883238884,7.913475916,5.335258948,5.320589311,11.93795762,3.653762095,5.088675679,4.091013855,5.652727051,4.28272478,8.231590496,7.850730044,5.176402363,5.774248778,4.678209506
1053,3.590381116,10.36933296,5.817004514,3.068973888,3.809475334,3.201070067,7.635446347,5.886880629,4.404113268,8.084688057,3.322991381,8.164868114,5.407391607,6.076411302,4.647505088,3.125424665,4.999119094,5.920139744,5.675417944,4.90425571,5.093160267,4.684429961,7.092086734,3.293188301,5.748721493,5.965293646,7.435125806,3.037990261,5.730712152,3.286466672,3.249258009,9.883587467,5.53700518,5.689244189,4.066981458,7.968289126,3.661627418,2.808913324,2.775831783,9.2367008,7.018154665,9.065544329,8.56644338,6.757358572,3.226604167,3.20838039,6.339015276,6.651409453,7.175668932,5.000016682,6.845540203,4.413014512,11.03030073,5.203141705,5.411537883,6.520265458,3.772849049,6.518145504,7.652895727,8.817096665,7.23934971,2.85661578,6.34355104,7.28812301,5.537494746,6.133841152,5.358442214,6.211509444,7.068835832,7.278774417,2.989484415,3.001745771,6.989802363,4.807706019,3.910033306,3.150604007,6.610193214,3.608318225,5.034678585,2.695362652,4.277747824,3.113896811,5.313864519,7.306747188,9.416197185,6.057935056,6.731885063,3.543219132,3.535692451,5.527097293,2.842645461,5.129246851,4.720938197,7.906991764,4.145386303,4.77048263,10.43517987,4.69134056,5.606427127,4.509139998,5.833702847,4.866882249,3.449664287,3.994240515,7.273114896,6.814778218,4.716363575,6.973457658,6.948951949,6.583173575,8.396930705,7.631633582,4.43440031,3.561808839,7.994036231,7.63491782,8.270589622,3.166087517,3.589122262,3.088503265,6.981899519,4.01528675,3.131542847,4.068342528,6.752084649,3.627164251,4.805144875,5.948562223,3.201502969,6.158902405,6.39184903,3.166417033,5.965712166,4.788376326,4.671740486,6.738220315,7.352404359,5.234465168,9.402952842,6.518111038,6.575576292,7.915904628,8.606752534,5.530173053,4.512203956,3.789825342,7.678654615,6.705896739,3.23181576,5.047696739,3.994505885,4.266098661,2.936860306,5.619907179,5.073451723,4.243559427,4.944831697,6.984958423,4.30202136,3.376622361,5.398265376,2.812845449,4.310684472,6.853652882,2.924900556,2.886028822,3.116351418,3.630052332,8.608341464,7.442011911,7.050380271,6.695093175,8.951286939,9.862004187,9.306259487,5.636038869,8.052368379,3.668837278,7.979814696,5.191768603,7.724054041,3.522859019,7.529447117,7.010787254,6.870500465,9.689495778,9.071444195,5.49142095,6.623601338,12.22615168,3.361089333,5.584966743,4.337758401,5.485211071,4.062362574,8.722241366,7.265541224,5.197638006,5.551539533,5.25373642
517,3.416862714,10.34207345,5.191494076,3.181176223,3.615958586,3.66240913,7.354728661,5.665365088,4.484704049,6.265624775,3.495359784,7.546980864,5.695440076,5.4583598,4.351454744,3.027759568,5.545043055,6.111093473,3.703587216,5.237681894,4.475293707,4.657125533,5.901670594,3.773598228,6.21746344,5.803988688,7.75743223,3.317373002,6.728630847,3.370407386,3.025308733,10.2022479,5.974065653,5.923706861,4.248341805,9.220692576,3.544723941,2.978660889,5.3307011,9.851343111,7.083866069,9.091879226,7.684114655,7.198797369,3.231148801,3.544156858,5.467498338,6.280876234,6.609680937,4.991505238,7.067714666,4.088544025,10.6955176,5.321873335,5.25449279,7.418851929,4.594848739,5.404328218,5.793014137,8.404828561,6.035117403,3.056390478,6.592824381,8.522625708,4.605325442,3.84866649,4.887635261,4.262383792,5.83620979,7.56971031,3.298739433,3.39969294,5.799231515,5.411017226,4.199269601,3.725947835,5.191051079,3.494361586,5.302024987,2.876157375,3.57652575,3.390238113,4.834884262,7.212596422,9.58231521,5.07974209,6.08027446,3.740599753,3.516525179,5.099025093,3.118922385,5.716048891,4.001135327,8.881492837,4.708151305,3.94330258,9.943992162,5.029108409,6.289802209,3.738203407,4.685439201,5.173905833,3.231368127,3.63332775,8.752976746,7.059408334,4.083109367,7.128735399,4.744690356,7.509979002,3.657291406,7.295680106,3.949328477,3.783061076,8.472963716,7.140513549,9.233460233,3.237237537,3.704620612,3.004214979,4.625976216,3.645729996,3.515844665,3.66311863,5.958046066,3.401548943,5.323379723,5.693258826,3.265954208,6.312504933,5.167057304,3.171068195,5.426956615,3.988336758,4.298952077,5.210534759,7.479857588,4.386004019,9.112003222,5.717352612,6.212875273,5.722626616,6.264719052,5.250075154,5.458861649,3.637086283,9.142128097,5.776962872,3.442495433,6.027867704,4.00952368,3.479094036,3.237502184,4.662233195,6.504008144,4.25665775,4.889702062,6.626963918,5.042119571,3.468651509,5.846196138,3.074925741,4.986124832,5.623980367,4.013242412,3.022461284,3.017647457,3.839331251,8.055056487,6.54365421,5.489438856,8.076976696,9.839520021,10.68471395,9.313705538,5.526821933,8.600305746,3.409233335,6.41008058,4.57387505,9.385815411,3.809165402,4.472433405,5.588185179,6.015450784,6.273133113,8.204810366,4.876226335,4.462684238,12.47873457,3.79002846,6.028330353,4.431072505,6.286214242,4.120707428,5.362122014,7.167538049,4.874428342,5.390419058,5.485991287
2606,4.07211739,11.22870759,5.078579371,2.963882009,3.507173645,4.455567909,7.656665985,5.406046277,4.380746407,6.64739156,3.221807611,7.329062017,6.469372286,5.775507605,4.600501761,3.148167464,5.155686349,6.131942502,7.985618048,4.588242949,4.637443765,4.355642119,4.177532834,3.538496589,6.948390671,6.511390376,8.717981446,3.282532212,6.422869489,3.379949422,3.030106876,10.05950604,5.795662874,5.52281042,3.800744907,8.629918418,3.587322808,3.06254374,3.846208478,8.248503812,7.848758837,9.507112173,8.865911918,7.108994805,3.270569519,4.7981681,5.882276511,6.413014253,5.285780496,5.185782993,6.951378193,3.997963062,10.47477539,6.596528285,5.472503811,8.116375375,4.36080771,6.669016087,4.902697211,9.499255164,6.189092792,3.066947308,5.739686372,6.003613985,4.378288769,3.85769735,6.108916345,6.929321536,5.443637016,7.25727777,5.75149053,3.444685454,5.864518581,5.585898585,4.399510416,7.08486709,6.381317581,4.857989535,5.007450965,2.817128487,3.953186075,3.306194114,4.955810934,7.078407538,9.243331195,4.984195566,6.254775191,3.608401028,3.507512425,5.598071134,3.042330854,4.40552662,6.070188766,4.168675178,4.560131985,4.262855303,10.70533297,4.856997726,7.258506227,5.003498011,5.071473492,5.137398173,3.994494146,4.125805211,8.922511453,7.522714655,4.289296924,8.874288462,5.944344157,6.814803931,4.61647851,5.707950118,4.141917376,3.698803739,8.320412476,9.042766851,7.720554166,3.220391171,3.715856236,2.928873986,4.781521806,3.371542698,3.383666724,3.459360322,7.268033068,4.548889388,4.816979914,5.912623776,3.119440493,7.407385382,5.912892533,3.129677481,6.258202985,4.255052637,4.58655819,6.032664755,9.089307581,4.651533504,9.970024857,6.480058215,5.697395856,6.159513376,6.680485403,5.03072943,4.856087327,3.795832877,9.588021121,6.089272986,3.364409484,5.942521843,4.022171877,4.709669255,3.034403542,5.538587286,5.94677423,4.437427749,5.453917776,6.528693753,5.200058508,3.484139307,4.305374473,3.294492867,3.392575013,6.934674862,4.258216646,2.831478414,3.039476341,3.533795838,8.423368317,3.542131867,6.680769209,7.418359,10.20514742,10.41876869,10.68430239,6.04489868,8.735769819,4.870215507,6.583146023,5.040931636,9.245630605,4.423531819,5.866286223,6.496017468,6.854408541,7.740560125,3.462988584,5.633569326,4.388958511,11.78355282,3.342319953,5.84261343,4.438024148,4.988000798,4.965251981,7.002687304,7.996462196,5.242865903,6.199222565,5.195544177
2031,3.383394089,10.07688637,4.992109308,2.954006163,3.70496871,4.601888304,7.923503948,4.791847489,4.72415451,6.856264038,3.457599184,7.520959472,5.307694584,5.387338444,5.671116547,3.138461024,4.504542372,5.790091319,8.001349433,5.69737072,4.853626424,4.723575959,7.455107191,3.581569768,8.510352622,6.046595651,8.427172665,2.984671302,6.798413855,3.323830482,2.889173522,9.581618151,5.879199476,5.7482851,4.25291846,8.247946341,3.641174843,2.886096941,3.485721354,9.168549708,7.847655634,8.614375106,10.21082738,8.085630002,3.485619042,3.385493944,5.855845122,6.181374312,6.542134583,4.637590249,6.936881328,4.535815355,9.845226723,6.333990608,6.09599622,7.396922999,4.77670932,6.143011637,4.959800788,8.400122954,7.050522595,3.087294815,6.77532082,10.14037905,5.243203916,4.886851053,5.576157924,6.158441888,6.958884809,7.382144558,3.047190992,3.202909677,6.428718866,4.838255153,6.347332778,8.766595833,7.454920504,3.720337165,5.304307868,2.885801645,4.012176607,3.326181897,5.009318303,6.588540001,9.729219098,4.678349652,6.636801273,3.894206613,3.909820588,5.706202577,2.816234472,4.161550488,5.233280727,4.43110886,6.489821752,5.18975158,10.23027805,4.608616361,5.516232642,4.884804563,5.429185789,6.273317405,3.81169297,3.773271032,6.905219883,6.229941543,5.243413282,6.887885199,6.284048583,7.629320264,4.49785342,8.986912182,3.969905887,3.753699594,7.721307835,8.408476038,7.573260132,3.283900973,3.690548158,3.008302775,7.869052327,3.588820755,3.341894069,3.620406777,6.55767836,3.694456727,5.368807629,5.637965179,3.126207246,6.45259857,5.833820665,3.102924655,6.376824625,4.131976089,4.797020461,5.703896077,8.002682326,5.719958612,9.396973677,5.939588899,6.157882877,7.690572561,7.00798503,5.30128574,5.501577247,3.817542987,10.40109083,6.795173358,3.717505322,6.225423991,4.92973771,3.495912103,3.117575097,4.780757411,7.723562419,4.499144194,6.372079123,7.108013902,5.499228518,3.459785922,7.923377633,2.944580173,4.928591655,6.683293747,3.71328309,3.260031533,2.990084569,3.665201443,6.896034113,4.835527228,5.513769997,7.289947529,9.597369826,10.38604929,8.652548071,5.840872121,7.602167492,5.273888488,6.140853481,5.104357042,8.036976117,5.336490896,5.803794521,6.800634624,7.173092576,11.30677527,5.248981183,5.368342198,6.12840204,11.67085266,3.660903152,5.59129326,5.563767208,4.713290957,4.361755206,8.667940408,7.173794386,4.987021341,7.137811996,5.613716524
1914,3.56656195,9.940834753,5.637350892,3.27908513,3.598502023,3.334020352,6.205337766,5.725472461,4.550174666,6.974721087,3.345066252,7.377475863,5.139366019,5.28957175,4.214301628,3.269522659,4.823996124,5.574068797,8.941219227,4.794673861,4.761897426,4.533384394,6.591348166,3.720809016,5.74497515,5.994192511,7.380214648,3.423782487,6.004193029,3.420220849,3.076534119,9.811824454,5.933406203,5.41597059,3.678599387,8.953417629,3.580881433,2.860153314,3.737744947,8.609107142,8.129752306,9.028889618,9.428154526,7.091087321,3.365221239,3.413828299,6.656376743,5.764158573,5.446588998,4.637838297,6.480434979,3.939570696,10.58816882,5.169745058,4.905845113,7.189420263,4.082783646,5.141110054,5.631348048,8.51884882,6.599276685,3.410500004,5.533630229,6.794188968,3.926408571,5.103034187,5.785646725,4.484075369,5.793507859,7.271642689,3.259141979,3.181692318,5.878145422,5.52052229,6.806179851,3.302848623,6.766401825,4.171872365,5.092461497,2.769100635,4.039598996,3.367681625,5.122943765,7.115037775,9.20327451,5.003721544,5.985726175,3.738454127,3.792753066,5.715034967,2.881087254,6.113940038,4.991823693,8.516719089,4.661456606,4.206598867,10.77057447,4.526755084,6.124775423,3.878418714,4.161703013,4.696789071,3.395858079,3.560515931,8.190771142,6.236458342,5.370460201,7.585900304,5.671899505,6.384668358,5.737239296,8.933440243,4.233831608,3.669494426,8.069487956,8.751517601,7.954997638,3.454336699,3.653503869,3.034536536,5.228420626,3.698234221,3.638096138,3.856757478,6.7689762,3.447867309,4.853584547,5.514216936,3.219153746,6.556493542,5.991628148,3.1628575,6.088355903,3.952281084,4.582182878,4.67506458,8.114943126,4.646469389,10.02979221,5.850914373,5.88269687,6.087767441,5.983101986,4.826659522,5.032983499,3.832784576,10.25351729,5.234076555,3.57042322,5.614950066,4.031791716,4.713258963,3.262329879,5.094954748,5.308017051,5.566887533,4.914421084,5.650979953,5.106509747,3.619681436,7.551596678,3.056189846,4.425578965,5.178802055,3.06208897,3.093602287,2.897529752,3.787498186,8.610671182,6.050595994,9.224167467,6.560600007,10.45246322,10.70699328,9.325132492,5.648134602,8.466882894,5.845299571,6.288686997,5.011207972,9.137584541,4.477965484,3.977358018,5.60913736,7.130502065,9.865998073,6.988023949,5.928649661,5.464054353,11.85879063,3.518627105,5.973631772,5.144736806,5.972213722,4.466289222,8.173934646,6.754018715,4.758379184,6.617311413,5.017202782
1189,3.358468507,9.952906508,4.933811568,3.120047514,3.689175392,3.424160521,7.701675136,5.412466477,4.690298564,6.672275554,3.493296967,7.616575765,6.10782942,5.316104444,5.406478424,3.129782172,5.148802233,5.811879709,8.855933685,4.898682844,4.527480347,4.268609816,7.648513714,3.433511328,7.069613986,5.613943426,7.957742469,3.311558752,6.309042189,3.549695964,2.919810247,9.837637172,5.04176575,4.849419323,3.819771455,8.731918406,3.532784543,3.115185452,3.090809099,7.902813759,7.485104053,8.655150065,8.930554179,7.056096054,3.137332188,3.407822055,6.079642981,6.188652679,5.975988395,4.77936649,6.660928387,3.745536978,10.72496135,5.999088892,5.24437153,6.287308115,4.70183607,5.353352273,4.984126448,8.563031676,5.108163098,2.953458838,5.691910676,9.378102194,4.598914047,5.401898484,6.05720777,4.542506345,6.804020997,7.563087436,3.417694805,3.253419767,5.640777472,5.063597018,6.095875049,3.863880659,7.33457241,6.150475096,4.97901177,2.812988575,3.615909209,3.485561434,4.654655584,6.981990337,8.864011725,5.227670729,5.90842634,3.600807981,3.560791581,5.152919659,3.074479267,4.439604167,5.382925427,8.53410182,4.720478601,3.788948084,9.907116861,4.61961036,6.002595805,3.953672412,4.708020974,4.688994903,3.488856602,3.71045417,7.878856004,6.402750696,6.109165585,6.185248092,5.099958528,6.490812325,5.048254037,8.265510607,3.981558137,3.855399659,7.87035089,9.178935905,8.312642861,3.155091054,3.861132353,3.121750556,7.195449258,3.988375074,3.231903483,3.705929424,5.512513466,3.521450079,4.917346218,5.519919225,3.169000126,7.287739852,5.53636865,3.066540402,5.639913422,3.919910422,5.158439115,5.310270366,8.683253905,5.039491401,10.15255409,5.273593442,6.381839694,6.014197762,6.773057691,4.876781556,4.527276899,3.714068243,9.693726112,5.074212689,3.597316172,4.648119237,4.059304353,4.735321019,2.764575614,4.549300078,5.19206852,4.165697672,5.139324015,7.376551622,4.812222948,3.448430042,6.433141468,3.087775047,4.11598535,5.320902301,2.987764928,3.014567262,3.221941953,3.919332728,8.099699827,6.518865625,7.462561183,7.210340486,9.718187199,10.51612862,9.96436308,5.474286351,8.187726599,4.098601758,6.155944003,4.861460003,9.347508643,5.504652322,6.754128439,5.857674762,6.333082447,10.23648418,5.365709167,4.624975347,5.814945006,12.15297272,3.598172932,4.133122923,4.452271912,5.948011313,4.806068508,7.8847416,7.026025081,4.672151223,5.866014208,5.06261653
950,3.407252721,10.19279803,5.732338349,3.076295163,3.727565906,4.426688074,6.742323212,5.846098747,4.146075607,6.476426575,3.423370754,6.508215864,5.238557953,5.941613628,4.1778003,3.099534986,4.93144359,5.398249064,7.324574749,5.103418124,4.677946374,4.479108225,4.15258457,3.534517215,3.747793782,5.640410113,6.4256572,3.217689737,5.290321382,3.343484218,3.061972166,10.34317053,5.265912586,4.948055529,3.477891516,8.066185292,3.401255185,2.941167725,2.914967638,9.328083755,9.086617653,8.720689006,8.865750164,6.384909274,3.252448743,3.547021946,5.473010801,5.782844779,6.710672558,4.828912304,6.69215073,4.165228583,11.75495864,4.917272456,5.808521868,7.126330938,3.797896287,5.709851907,6.098814886,9.107641881,5.824142422,3.107414567,5.247051186,8.431998558,4.19652994,4.338072859,5.793667303,5.071010723,6.811443098,6.687574848,3.296869869,3.037923422,5.70292619,4.944286868,7.273665289,3.336832729,7.662868591,5.200693752,5.243955951,2.96324289,3.959378073,3.313913497,4.619648865,6.839665619,9.523916047,5.052214958,6.373900233,3.660257313,3.61673672,5.079221083,2.881586654,4.016563651,6.271304149,9.166864288,4.517641398,3.59377236,10.62362266,4.503301436,5.100575564,4.055366019,4.165122293,4.448030832,3.27410639,4.011709942,8.546914943,6.031303417,6.7684941,7.272297173,5.346576899,7.692515259,7.854541801,8.217781133,4.04339398,3.692019796,6.634794214,7.875979991,6.953729418,3.124737724,3.558237584,3.336136722,6.550704166,4.090564419,3.199497272,3.501361852,6.678832642,3.628096281,4.376669254,5.292118965,3.156113637,5.971292172,5.13811162,3.232301466,7.039667096,4.059769737,4.472622178,5.721119637,8.52947607,4.362406457,9.660562208,6.877994672,6.341701912,7.078210433,6.168190068,4.665640283,4.19241112,3.979466017,9.419912743,5.496066856,3.597253989,5.055346489,4.265363091,4.17782645,2.805734329,5.143473524,4.542761374,5.557280802,4.530046808,7.010628664,4.586914329,3.574990269,6.845877729,2.867712916,4.011761801,4.947057218,3.07713843,2.895600428,3.256516813,3.832043297,8.498238351,7.430504363,8.33815449,5.551519702,10.09268924,11.03673169,9.576462203,5.284498101,8.390851452,5.137637383,6.030928584,5.320499932,8.199846647,5.713773192,4.837580873,5.735728199,6.495982226,7.749262732,7.339500458,4.894353919,5.002118989,11.82274051,3.255299915,4.888158418,4.195872589,5.888076551,4.244638645,7.402227508,6.513699047,5.0224093,5.939153851,5.083124791
