"response","SAMD4A","SMAD1","SKIV2L2","LRRFIP2","EIF2S3","SRPK1","PCNT","NSDHL","LRRC14","LOC23117","YBX2","FNDC4","GRIN2C","RCOR3","BEX4","FGF9","PRSS23","WDR67","DERL1","MRPL17","BAMBI","FLG","PYY","CHMP7","PNPLA2","DIRAS2","TMEM41B","AKAP1","PDGFRB","CENPC1","GABRB2","EPYC","UBE3A","KCNN4","COG4","TERF2","PIAS4","GLRX5","TCF20","KRT10","SPRED2","RNPEP","IQCG","RANBP6","SLC16A3","CAMK2N1","CEL","TMEM132A","RCN3","IL1F6","C9orf127","ACSL3","MMS19","CYR61","CFH","ANKRD12","FKBP10","CREB1","KIAA1305","FGA","CDK5RAP3","COL6A2","GCNT3","TNNT1","HYPK","MAP2K6","SLC1A3","MAOA","FGD2","GIP","PDE1B","FMR1","THAP11","GK2","TK2","CBLB","TTC3","COX4NB","BICD2","TAF11","SLAMF8","SRD5A2L","LCMT2","BSPRY","RNF6","HABP2","TMOD3","ZNF137","GSR","PFKM","C5orf15","DDX28","ETAA1","TRIM36","KRT8","NR3C2","C8orf30A","HOXC10","PRPSAP1","CADM3","CCDC15","TSSC1","UBE1C","ARL6IP1","NOSIP","EN1","EFCAB2","LRP5","THTPA","LEFTY1","SEC14L5","CAV2","C4orf15","NBLA00301","ZNF8","TMF1","INSRR","C6orf211","SPINK1","CNGB3","ADK","SLC16A1","AP3S2","TNFRSF9","C11orf2","HCN3","SLC44A4","REN","COL6A1","TMEM8","SILV","GCKR","CYSLTR2","FAM130A1","ZNF266","ADAMTS1","ABL1","HLA.DRA","ATP4B","MLL","FMO4","TRPC5","WNT7A","FABP2","FOXJ2","BOP1","IL12RB2","CDC42EP4","ZIM2","DYNC1I2","HMG20A","HCFC1R1","RPL36A","PDE9A","PRG3","DOM3Z","NFKBIE","CYP3A4","HS1BP3","MST1","TRAF3IP2","MRPL23","BRPF1","SLC26A2","CD320","DPYD","STIL","MXRA7","RPL30","NOLA1","MECP2","MYO10","SNRPB2","MTX1","ZNF195","DGCR14","HNRNPA1","NMT2","ORM1","ANKRD28","RND2","ALDOC","SLC5A4","FBXW7","ARL2","CAV3","REST","RNF24","RHOT2","CXCR7","SPTB","NCSTN","SLC10A3","SCEL","MPHOSPH6","MFSD5","OSBPL10","HSPC171","COQ4","C16orf68"
8,3.991643803,7.102780201,7.817666523,5.548461414,4.586841391,6.062654735,6.254913849,6.686045219,6.451908969,7.772658899,4.764148649,4.908082883,3.19014101,5.538005586,6.907741086,5.993036412,8.13333603,5.107743714,7.795189513,6.009904286,4.403377465,2.89644457,3.05244782,5.789891393,4.866060161,4.882919967,6.652714689,5.486607472,6.869436267,4.883055282,4.075582951,6.776215338,6.465744372,6.990425498,5.05621565,6.109732635,3.630816351,9.013539579,5.385949927,8.585790302,4.316405978,8.178972669,3.77831149,5.411036369,4.454862787,7.266700055,3.279145791,7.476355124,6.281061096,3.38311138,4.418274448,7.788138615,6.237787347,7.121611453,6.064780091,5.920327865,4.964286835,5.309566696,6.575023634,3.262601719,6.900693543,8.158993598,3.814025475,4.957245722,7.841299246,3.788457081,7.692015751,4.211265092,3.612281119,3.225138874,3.305224018,8.000928579,5.223507715,3.409344318,5.176874832,5.58109344,8.11725881,6.840568093,6.001293933,6.611629571,5.84396024,3.983746545,7.276167154,4.871668494,4.934646789,3.506701399,4.412043487,4.279594713,5.016999514,6.977754627,8.401173141,3.909219058,5.767308153,3.894339393,9.15602998,4.711997838,8.084029952,3.454298792,6.842709905,3.501497799,5.713079364,5.600102216,7.520432848,9.559881758,6.701556379,3.19417867,3.480906412,6.271452627,6.66950751,4.38740366,3.565737098,6.737411579,6.222767933,3.208713483,3.972835211,5.804387875,2.933709923,5.584905975,3.451205325,3.848495627,5.887480666,4.293129211,6.456094425,3.520065308,8.848556659,3.146189216,6.450018353,2.989562284,4.397857259,7.241817937,3.374178515,3.729575108,3.660437842,6.074445294,5.354801286,8.586731003,8.277277324,10.16748093,3.445820003,6.157121768,4.298352092,3.099530491,5.973945178,3.168927616,5.976567882,6.323233472,3.050084784,5.66387522,3.785508942,9.10174586,5.238750212,7.396061193,11.81094087,6.762874597,3.227762229,5.561078136,6.450255775,3.815624865,5.910304834,5.276386558,6.871115909,7.443729831,6.299020994,8.46060925,5.673496497,7.054491212,5.677342321,9.372813395,12.27834594,6.736116472,6.426323628,7.482080565,8.560523744,7.711050719,5.535162277,4.934712561,10.99678499,4.753013586,2.944831518,5.130516676,3.213631712,5.331658319,3.534806069,4.632777372,8.184075363,3.580423971,5.253544272,7.693282438,5.122425017,6.248403193,3.806182113,7.552924095,7.75333694,4.084188788,6.273328931,7.009986783,8.061817127,6.887919029,6.188380728,5.111487848
1462,3.653506602,6.047024868,7.710535938,5.614559559,5.35511232,6.029312337,5.062047456,4.735137224,5.286378397,7.139095236,4.192596986,4.569474836,3.466695733,5.211590391,7.079739324,8.317454984,6.778053862,4.818602265,6.52982097,8.004434286,5.81789054,2.961853879,3.335672758,6.187172931,5.045216066,4.247423136,6.958317558,5.212667068,5.192589763,3.880639804,4.057658463,3.486523512,5.951134124,5.419798584,5.313460182,6.575210763,3.419864021,9.068252639,4.834184191,8.56662698,4.901640307,6.565014544,6.242983911,6.801858612,4.059991814,3.883065633,3.137147038,5.066487191,4.448708429,3.027356813,5.768975998,6.109490985,6.497438905,7.163755461,5.148690226,4.605131777,5.973271609,5.595133846,5.393734912,3.420260948,6.552970634,5.310396302,4.784599403,8.578471052,7.518317463,4.570744575,6.265791718,4.038538427,3.445183114,3.274417115,3.333325444,6.574631982,6.597371872,3.30400867,4.409910497,4.887113867,7.676416289,7.371259917,5.247453995,6.397764317,4.285851456,3.788940519,5.452123075,4.691612762,4.694389772,3.330695356,3.198860901,3.885420919,4.353269074,8.632086746,8.279569776,4.255254671,5.421290675,3.247821206,9.414461629,4.64711407,5.144361532,3.348693715,6.150915702,5.384299464,4.277156837,6.228020984,7.971782879,9.740238836,7.320628284,3.779897157,4.484803722,5.787795774,4.640707317,4.123694702,3.715821053,4.002571427,4.850523373,3.359079945,4.425834142,5.882334917,3.245454203,5.37267818,3.329911825,4.160836541,4.974227439,4.504227994,5.119521866,3.430499386,7.623937737,3.244057316,5.60365679,3.417036358,4.16459287,5.628595054,3.890069039,3.784321227,3.649389186,5.805918004,7.831376642,7.753743045,7.54342117,8.666254456,3.718800204,4.865988825,4.116797017,3.181739172,5.406119349,3.603443998,6.997040671,5.325582291,3.183460018,5.454658499,3.752475181,9.06719422,4.93356649,6.588729045,11.73161,4.181040913,3.28057511,5.107951666,4.904719137,3.910780044,5.958234708,5.16698822,6.385959008,7.998270883,5.33203245,5.386428396,6.746728344,4.393131703,3.938567661,9.747554411,12.14392312,6.319014934,4.416955078,5.979650135,8.730379954,6.71964868,6.421028013,4.215139846,10.97568575,4.181922628,3.205892261,5.441564572,3.414800961,6.159743867,3.812971738,4.536454145,8.185624676,3.25794326,5.584034757,5.688917879,5.475837436,7.95475702,3.865250444,6.540578829,5.842067638,3.053080205,7.131353028,6.467882375,7.09947784,6.789634233,5.412312571,5.21556914
1366,3.761992354,8.734379996,8.067976048,4.65397601,7.211179967,6.299446866,5.69839554,6.071804558,5.077359642,6.688219997,3.9684745,4.13369788,3.26394554,4.404518449,8.100528887,3.375154402,6.468857553,5.029093914,7.002665675,7.717220179,4.022883521,2.901054512,3.302828408,5.622476612,4.615067411,3.048456275,6.583467885,4.844029799,5.197314495,5.209522678,3.710412759,5.742378419,5.455955887,5.29573671,5.012280802,5.359334824,3.318579907,9.874662195,4.524986645,7.908613337,4.094278917,6.855992692,7.327647891,6.024416011,4.106232726,4.255104517,4.266943773,5.804602049,4.738737681,2.988873612,4.568681101,5.239098371,5.247853939,5.98882153,5.188148126,3.966980282,4.688824208,5.442385706,7.132513222,3.389429025,6.605974757,4.995580766,3.741274816,9.049839412,8.060169814,4.05377594,6.053803113,3.806802015,3.20784189,3.272770866,3.429492942,8.078079124,6.46702524,3.424395188,4.124437676,5.120586575,5.866226031,7.802660618,4.690902864,5.675054132,5.529268495,5.664185971,6.540747662,4.94493006,4.499649696,3.244614694,4.321464355,4.260790352,6.106923901,7.364471871,8.14640584,4.294673469,5.261715183,3.15017245,8.257893639,5.915570059,5.171005412,5.028955866,7.716100401,3.447074648,4.657307981,7.017708107,7.116685511,10.41547126,8.047228276,3.276188173,3.503714755,4.616892723,7.433095102,3.860211486,3.452531963,5.277460946,5.394835278,3.127336,4.221961418,5.281150688,2.980132952,6.525950268,3.562200842,4.117706665,7.837283948,4.729540361,5.777570373,3.77130035,7.51533109,3.015409948,6.341134248,3.012254711,4.124092275,6.025878292,3.54356265,3.964544641,3.473106454,6.047213463,6.398104988,5.2946945,6.538489958,11.18076479,3.987694767,4.279427233,3.581941733,2.849336564,4.087587958,3.48466988,5.578308189,4.367657099,3.13425208,5.592399321,3.672935777,8.902361681,5.02067752,6.386119041,11.46891533,4.355823156,3.176452585,4.690806445,6.227607865,3.634807174,5.562431451,4.674607264,6.16364768,6.861392605,5.162516414,6.850392317,5.50149051,6.657910342,7.102594248,9.968343713,11.85111689,6.970207199,4.56554955,4.611714323,8.014608634,7.816131717,4.463971689,4.754938255,10.67845228,5.256610101,3.437486549,4.476167334,3.436913686,4.801645609,3.771991719,4.857976441,7.520020693,3.420992175,4.322863377,5.252475307,5.859644353,4.772439829,4.169445816,6.887171148,6.690610389,2.781686881,7.611781738,6.500568026,4.493026565,6.930229578,6.512763848,6.036506842
1058,3.9302988,8.034629894,6.868837152,5.540167187,8.156568725,5.974935211,6.718989541,6.59705685,5.394022483,6.054132792,4.048849193,4.889626316,3.195556492,5.18511634,8.79644209,4.832819916,8.92527001,5.125303259,7.622913452,7.240151226,3.771322115,2.954862872,3.264533373,6.17240828,4.708688931,3.490218749,6.080926962,5.226411605,6.203884001,4.9870144,4.369355058,8.461745961,6.088513131,3.812307864,5.097875889,6.188243828,3.346478971,9.362025269,5.160355713,8.768361333,4.129164924,7.988352709,5.575283714,5.829609323,4.335767743,7.488291276,3.424850316,4.138210699,6.818769685,3.131031581,4.269003368,7.23602383,7.235018665,7.782807793,6.322744988,4.466478178,5.413370067,6.050207869,4.659698608,3.254594282,5.673938535,8.000144114,3.496416665,7.988206805,8.001683759,4.055844091,7.539567902,3.830600407,3.166308838,3.075954357,3.404044383,9.717911601,5.496792473,3.408130939,4.392443472,4.877954433,8.833535125,6.922947193,5.20396478,6.865989203,3.997721495,4.581008365,6.827137405,5.481249814,4.785730725,3.430224228,3.755153987,4.032463991,5.251752113,7.715168753,8.343161854,3.748432012,6.23927934,3.589393187,7.4166522,4.462673006,7.169863392,3.65722423,7.324134801,3.40140116,4.470026402,5.546344953,7.41208976,9.719764286,6.577861317,3.278520496,3.973880208,4.153661343,6.004054635,3.783135432,3.65092486,6.02959863,4.627002896,3.130099969,4.380936867,5.622220656,3.014904327,6.564556091,4.47667341,3.968441189,6.428103397,4.474224327,6.937467575,3.392560864,7.932998833,3.105678844,5.431903328,2.925949072,4.945725925,5.52550217,3.356009007,3.782205995,3.7878148,5.728037995,6.177015097,10.09402886,7.624783299,8.614427344,3.687296757,4.816653916,3.794040393,3.002156598,5.240815201,3.36801588,6.52700408,6.178889112,2.967061047,5.200285755,3.512782893,9.102820881,6.523173313,7.138132405,12.16100775,6.373253088,3.249628089,5.150086123,5.254851872,3.637006658,5.511785222,4.797705948,5.023486187,7.710681386,5.88111863,7.726457146,5.800793973,4.998414567,5.727296665,9.642645034,12.47819897,5.643517908,5.637996897,4.665895154,8.746899601,7.594941997,5.33343396,5.509337561,10.35291805,5.275304834,2.981536711,6.460090131,3.444736504,4.827486241,3.831762043,5.023187509,8.672379371,3.408213625,5.470291093,5.257977634,4.862804095,5.707526385,4.088612279,6.004249618,6.319854834,4.172422015,6.225106799,5.711193488,7.656631511,6.451202432,6.901342835,5.401555973
185,3.770649981,7.624413182,8.413571376,5.516144977,6.615604045,6.248990011,7.004348899,5.228568886,6.090910511,7.785363263,3.994691201,4.314332091,3.253743055,6.666995864,7.495324403,6.433847354,7.448735773,4.573468986,7.026344113,6.302884035,3.340558618,2.929740057,2.998446332,5.618062934,4.510439794,4.746657006,6.060509586,6.298070401,6.169487717,5.236393232,3.904583726,8.640896265,6.503422035,6.21293255,6.08703027,7.138174444,3.33165053,9.204368603,4.785368352,8.931398231,4.605985379,7.75806367,6.676512276,7.391223526,4.181212779,4.096751663,3.187303136,5.175523511,6.307861037,3.087269884,5.901670686,6.137048355,7.226890022,9.604748215,5.437174615,5.478836508,5.422923497,5.777170017,5.435193604,3.173965745,8.254511243,6.554786611,3.494038631,6.504445387,8.242842068,4.636031011,6.615281752,4.017480444,3.142324296,3.216742602,3.454247828,7.310060355,6.550666007,3.35841136,4.9104355,4.460611,8.661533153,7.717362863,6.679798674,6.378344605,4.226706905,3.712632894,6.80978726,5.811208276,4.768204218,3.352511854,4.133311256,4.722395437,4.453813057,8.089327142,8.862340531,4.229509904,5.853766894,3.249888737,7.030159762,4.999539615,5.666245028,3.66927112,8.076038546,3.402984839,4.957992151,6.750280599,7.757656541,9.030638345,7.92152463,3.07570894,3.794792134,6.176208005,6.166557093,4.317541654,3.556523128,5.407580268,6.034941321,3.002589453,5.007848881,6.158279771,2.910531205,7.989173327,3.210961414,4.000783512,5.962160319,5.321514452,5.80159223,3.188405027,8.423117321,3.255778501,5.695248685,2.844392773,4.368910846,5.598025458,3.319120258,3.796070116,3.524670235,5.831932773,8.381604338,9.087063301,7.487947952,9.658165275,3.579102748,5.513824562,4.765710097,2.952140375,4.975088763,3.326502042,6.316454317,5.187450698,3.222508677,5.843447929,3.462136651,9.591117567,6.354866779,5.834072673,11.97733181,5.097976646,3.372065038,5.399547574,4.79094015,3.770831929,6.151298876,6.075514241,6.072427863,6.853347347,4.824245677,7.255809469,6.632607769,5.892439889,5.431457816,10.54885565,12.4527843,6.517008643,5.000706847,6.340542591,8.462443984,7.672547492,5.224060131,4.040205092,11.10438024,5.267254615,2.909192042,4.578694584,3.752238628,7.515293789,3.443060898,4.522082925,8.871995733,3.015212554,4.999262178,5.988802031,5.396771998,6.903723467,4.032375202,7.186831956,5.339526418,4.964997209,6.988762513,6.261127492,7.582919391,6.939456721,5.980754699,5.270944293
1114,3.804472465,6.914219871,7.534444191,5.843842288,4.985997979,5.813813771,5.09650075,4.50568001,5.469059965,6.256334394,4.402961947,4.493359031,3.47856943,6.565817269,7.388970594,4.993474258,10.39245107,4.894251861,6.62032645,6.899057504,4.258738396,5.463968696,3.281441362,6.078835536,4.788791005,5.208132827,5.257616451,5.126376316,4.749896733,5.089982512,4.040668651,3.575617606,5.242675354,4.474071671,5.910674842,5.004382849,3.541726574,9.631978213,4.508387197,8.587922379,4.248105061,7.180510169,4.971699221,6.224651045,4.021609832,5.323696506,2.757287148,5.368632078,4.01966436,3.322674994,4.591560695,5.743572189,6.667488299,5.047165026,4.037883217,4.738790757,4.173856437,5.660555462,6.203629543,3.422306448,7.105140419,4.229498609,3.987866738,9.590716557,6.988412696,4.514534201,7.8293033,3.973493568,3.391285551,3.184391413,3.329982289,7.13633219,5.751500133,3.388012554,4.947541969,4.910408325,5.041085928,6.62019521,4.74284733,6.677595994,4.510342238,4.203497218,6.278136907,4.850454413,4.446077559,3.782093286,3.844801621,3.856908184,4.957104256,8.885523045,8.590225762,4.337454084,5.117461115,4.131006766,8.486905709,4.817774341,5.430003145,3.292377526,8.195567305,3.598182361,4.220191134,6.505256833,7.593732246,10.27103637,7.717621414,3.133281777,4.073026375,5.12829898,7.00134067,4.082053835,3.363600079,4.655800486,6.851315657,3.133276759,4.599789719,5.392157159,2.982600493,5.616607396,3.617175638,4.300622217,5.781051688,4.504084058,5.7444903,3.248030482,8.189379239,3.460289776,3.602248156,3.10208159,4.063792838,5.427534979,3.385526989,3.698336505,3.811460051,5.190252407,5.733206526,8.185624827,6.24151073,9.088988916,3.945023683,3.973751836,3.986746606,3.310836577,4.20553689,3.659614996,5.843397704,5.021135023,2.942895759,5.598905644,3.775734447,8.98709249,4.778800144,6.576933836,11.17563361,5.795982753,3.226049784,5.182865773,4.869614174,3.719572022,5.426960069,7.287674057,6.598339815,6.623714075,5.441491374,5.996299868,5.687019681,6.035539644,6.379685734,8.770337241,11.74921137,6.575246546,4.10011915,7.361952472,9.025564057,7.157015804,4.539548734,4.15047742,10.6705455,4.53684314,3.329431893,4.755830525,3.981686164,5.081976008,3.516186225,3.844446508,8.551362922,3.74853694,4.886398875,4.890229574,5.006939808,4.815654961,4.217568458,6.241319421,5.322618062,5.211352737,6.502718924,6.858279953,8.492554554,6.41063185,5.754191556,5.786237816
36,3.76062453,7.80863695,7.211726133,4.888314427,6.96637915,6.009965775,5.837120878,5.155100167,5.375728192,7.253720842,4.117146705,4.769012229,3.375997773,5.323601822,8.126292177,3.624642425,8.459091366,4.918335265,6.673523886,7.175313652,3.935544563,3.051186533,3.203012921,5.979114636,4.71321952,3.519016495,5.801327575,5.044113583,6.533003856,4.78773391,4.082103876,7.64690935,5.692457153,4.815927845,5.082972658,6.138256799,3.528514919,9.136019207,4.642235065,8.419338259,4.234534312,6.963317514,5.589554688,5.913777287,4.358983666,5.535685926,3.395789322,5.27210093,6.101371417,3.219969068,4.881748322,6.350207046,6.222453548,7.357526903,5.649053845,4.863280839,4.696863448,5.623711173,5.340536072,3.311548359,6.712957556,7.357822856,3.288111038,6.64685509,7.144541091,4.295670859,6.377166171,3.66966537,3.320550613,3.26398636,3.290034742,7.719825897,5.672096177,3.290983052,4.429122817,4.569267257,8.208304176,6.356836514,5.414837986,6.610356572,5.797753338,3.784412994,5.831227112,4.667623644,4.800061652,3.45323006,3.417750038,4.073755864,5.114143286,6.702520001,8.324080949,3.871314292,5.315015607,3.573564792,7.345147894,3.718163572,6.092889218,3.448637608,7.417085691,3.527212578,4.813675815,5.900165052,7.011863467,9.991930233,7.209237079,3.089854532,3.336256061,4.92538665,6.47763575,3.853566939,3.444407555,4.963844712,6.135911681,3.143036402,4.419157432,4.888706837,3.076803856,6.790583954,3.121943224,3.948278728,5.879101203,5.407473687,5.532563295,3.841735553,7.714311872,3.312035522,4.944930418,2.89329079,4.624912895,5.940199054,3.214465279,3.593950464,3.612503973,6.293131737,6.248472396,8.990170285,7.520527805,9.921377802,3.610473841,4.739372409,4.176535066,2.931461355,5.839061893,3.222308049,5.4044375,4.821319429,2.932760644,5.854808379,3.114450724,9.037144408,5.094087031,6.863366773,11.53160813,5.942899158,3.152766357,5.360481291,5.450848657,3.535233485,6.68599797,6.437371614,5.461801656,7.7035304,5.468534183,6.789832205,6.190141462,6.562915609,5.587884277,10.33830441,11.78243549,6.490607557,5.354866107,6.689811082,8.3080979,6.863686638,5.993244725,4.518309298,10.74950775,4.042676356,3.370580859,4.640093315,3.214141962,4.956695017,3.457197993,4.475588479,8.2781908,3.210845066,5.281028825,6.168665233,5.101554163,8.384209466,4.162202605,6.508361807,6.23391526,2.954244065,6.534738758,6.255530584,6.444824321,5.799786936,5.854756741,5.35751603
1751,3.686636771,5.990339191,8.131291162,4.841231187,7.075906223,5.668627827,5.452619306,5.044558213,5.102914246,7.018797166,4.181079141,4.363788807,3.471437446,5.606917863,7.869170495,3.908257371,6.376044951,4.857691371,5.936973588,6.960732004,3.756949616,2.839218592,3.454524466,5.463074798,4.855899762,3.197039522,6.396421996,4.850553226,4.998140013,4.101457343,3.93924157,6.40623732,6.173761301,5.554999912,5.136049569,5.916572532,3.206294055,9.922705887,4.665318133,8.329072832,4.239081759,6.294289102,6.895333515,6.288016948,3.799708196,4.233722648,2.880990417,4.043730051,4.313070545,3.366176516,5.587747993,5.543553801,6.929841983,5.951237396,5.996237966,4.342000857,5.136878341,5.201493846,5.440411082,3.433790061,5.979718595,5.1648023,3.467211736,5.181965836,7.858703189,4.162420834,7.065904197,4.671211592,3.51705263,3.237207043,3.461903673,7.642104371,5.390797409,3.429533295,4.219150496,4.252311581,7.310415164,6.515711266,4.869811353,5.20733894,4.143781315,3.625404073,6.190673498,4.125444845,4.840422106,3.47939087,4.23084034,4.672672976,5.65180938,8.525528814,8.683098489,4.03807435,4.944495012,3.724851358,8.40437006,4.107628952,5.418911877,3.280725609,6.040550769,3.591210724,4.629709353,5.750089804,7.37661799,9.628254621,7.517615449,3.100838599,3.673928618,4.897632317,5.601286007,4.551505504,3.613439787,6.31037009,5.109861732,3.040988808,3.784643831,5.113839755,3.449371097,7.10777755,3.316860024,3.986139418,6.280048877,6.035148958,5.538074639,3.321230502,8.086125856,3.385107088,4.652650254,3.248729345,4.319330746,5.384005336,3.508163263,3.912764647,3.553536725,5.283192235,6.269199319,4.452671458,5.591193144,10.45152078,3.797166254,4.453542687,4.733096649,3.028406913,4.321130701,3.404001231,6.496553201,5.130337092,3.191867528,4.389163518,3.48878797,8.541734372,5.41122145,7.084174024,12.26493477,3.299064328,3.233727913,4.427650573,5.288398342,3.757167591,5.591169741,7.125107728,6.141155437,8.310554955,4.948771355,6.507128267,6.061741331,5.908596297,5.177642016,7.383883028,12.32250515,5.568588565,4.684459604,4.82076961,8.35058503,6.306956569,6.723366911,3.998136483,10.86343758,4.629161374,3.01187319,4.824017205,3.35521652,6.03217793,3.632283927,4.083435502,8.933185735,3.474312967,4.836754046,5.008775159,5.219202797,6.046583828,4.281458201,5.552933121,5.388843453,4.624723739,6.360685295,5.662885754,5.404560416,5.767673171,5.577940471,5.091194042
738,3.715201019,6.391882323,6.929362807,4.381743735,5.937935809,5.864262482,4.87252074,6.943390227,5.362782061,5.824105703,3.952998903,4.725508346,3.207245837,4.835398658,7.634723214,4.474024125,9.115735697,4.736691875,7.528978292,7.712482605,3.663393494,3.137155639,3.307649007,5.707357341,4.692603796,4.754556952,5.857126854,4.928055571,5.571432671,4.939169547,3.556251222,9.781668174,5.367154229,4.03968868,4.965980458,5.092497468,3.424776265,8.577901067,4.514168166,8.597204309,3.964539353,6.176172388,6.952248374,5.297096646,4.237919772,4.754985032,2.933952006,4.701152873,5.53247959,3.064424054,4.26335102,5.48130513,5.996739483,7.676067044,7.217082352,4.052091878,4.436544825,5.178706485,4.665149384,3.27328311,7.049171197,5.961154587,3.54166762,7.019995827,7.988437921,4.521464697,5.829671449,3.843547415,3.401309488,3.361605699,3.810576145,8.215965286,5.570063102,3.349374242,4.447329709,5.847263367,6.207441272,6.765159917,4.389701309,7.158796726,5.44358833,4.333954178,5.721069663,5.07753209,4.692288676,3.221025937,3.408290086,3.571991217,4.905568246,6.643844963,8.775843435,4.062943049,5.13303259,3.267505097,7.551111405,3.307147989,5.624368668,3.1167166,7.444345876,3.495437131,4.094314038,6.026256635,7.515768404,9.582968418,8.456788045,3.08306001,3.736516822,4.067138406,6.41007139,4.137801836,3.510191062,5.2979743,4.436009217,3.137563748,3.9966389,5.257060476,3.143796103,5.515624292,3.416237396,3.957296653,5.62475653,4.708689983,5.35053917,3.95401362,6.871107728,3.170204427,4.72578624,3.087715816,4.144642063,5.317808531,3.432055158,3.545025139,3.809131539,5.382136772,6.870454653,8.314218255,5.619240146,11.25351066,3.561015304,3.859149719,4.788149372,3.022284328,4.368995145,3.622591671,5.042013501,5.001388436,2.955065415,5.949786021,3.493185171,8.509381058,4.921433284,6.990412167,12.05757204,4.995442492,3.19265071,5.310997815,6.007789525,3.740156675,5.668638106,4.937190514,5.289535729,7.690048501,3.955543138,4.90077525,5.73977752,5.947614021,5.060884562,9.848048749,12.32777246,6.010897694,4.584405055,4.452240738,9.072717175,7.240420143,5.687240791,4.232881844,10.23661074,4.171676632,3.44746252,4.552336771,3.633885898,5.761917913,3.637500923,4.239199786,8.482288516,3.22651906,4.766822867,4.830094164,5.038553163,6.32242277,3.882537454,6.249833053,6.63979477,4.163499046,6.521062424,6.022051288,6.33043605,6.729971469,6.045164896,5.359503467
914,3.685616499,6.022486852,7.453017626,5.407810777,7.532907933,5.865907483,4.349544189,5.890757357,5.634690869,6.108991297,4.287989903,4.569193189,3.153690872,4.646173809,7.882065538,4.257771522,8.737668007,4.991649771,7.582666771,7.794083142,4.957496818,3.034741041,3.202656989,5.456492038,4.903770348,3.076916042,6.848400016,4.775327351,5.633531191,5.132174144,3.935869498,9.623055165,6.170253642,5.032142778,5.397181074,6.281845576,3.472260724,9.604482761,4.656056993,7.95725396,4.187410524,5.863302867,4.118433716,5.576697924,4.506726335,7.889740305,2.938371314,4.973964966,5.390625694,2.808599245,5.352485183,5.995856669,7.081165803,7.777361479,6.216536139,4.305536323,4.881102195,5.239983473,5.557413918,3.358821668,5.606284901,5.891965549,3.595395563,6.656772786,7.322906688,4.157158939,7.595076692,4.921048223,3.15923141,3.282822467,3.608927291,7.533087887,6.192630696,3.268482463,4.72892329,4.922944925,6.937165634,6.730248194,6.148170413,5.329314178,4.763779902,4.671658649,5.440100666,5.411592705,4.447840831,3.347586092,4.232915942,3.680007582,5.534340883,7.970805158,8.606262307,4.407299018,5.002879725,3.364094301,9.102567658,4.270564386,5.985260343,3.836892028,6.795705079,4.52428751,4.144863431,5.800021846,7.191588954,9.905734593,6.975536637,2.980240532,3.619839359,5.81323544,6.100777977,4.24702568,3.720946545,5.384154121,5.226098747,3.172289391,3.948008639,5.407147802,3.035362271,6.276672373,3.47387219,4.089351067,6.54009705,5.608358273,5.428821334,3.385438647,8.198183026,3.271852099,3.381314676,3.265764968,4.297698132,6.192482459,3.256631694,3.498399307,3.557841115,5.677751358,5.907146483,5.059619081,6.864990227,10.19188168,4.07773108,4.440255312,4.723455867,3.002794933,4.212014803,3.373294248,7.008923868,6.150625078,3.074464731,4.424945757,3.620478485,9.065827794,5.036331097,7.054098834,12.19581793,4.372700097,3.264771016,4.40976318,4.528535308,3.597952739,6.126111436,5.086494396,6.98000435,7.251603906,5.688294496,6.27255447,6.666447022,6.774454804,5.56667784,8.969221118,12.24801296,5.581805231,4.798482283,6.171318229,8.288966725,6.948501358,5.367512468,4.30074467,10.77894388,5.292678022,3.127796164,4.378860521,3.255077713,6.972857818,3.700425854,4.006836597,8.257634577,3.667131796,5.678683948,6.775206668,5.03300989,5.62460026,4.043892552,6.483981056,6.177260452,6.282385296,6.79455647,6.32128804,7.119788908,7.520644935,5.952521759,5.377306527
