"response","MMP16","SLC25A20","AGTR1","ODC1","RNF144A","ORM1","RPL8","ANP32A","TCOF1","IFNA2","SLC39A9","COL4A5","P2RX1","POU2F1","ZNF343","FTSJ3","CRB1","NSMAF","FOSB","PITPNA","GPR56","POU6F1","CDC25A","ANKRD46","PTPN12","HABP2","SERPINB7","MIF","PTDSS2","FBXW2","MYBPH","GALNT1","TWSG1","SLC25A31","ABCA3","CCT6A","TSPYL4","TROAP","PLA2G4A","OTUD4","TARDBP","BIN3","TAPBPL","AK1","NUBP1","TNFRSF11B","GRIN2D","HSD11B2","RNF44","GADD45G","ISG20","ITGA9","TAF1C","SPINK1","HBB","GH1","XYLT2","CXorf9","MRE11A","COL4A2","ITPR3","ANAPC2","SCAMP1","FAM83E","KCNJ10","ACCN3","PYY","TFG","ZNF587","FGF5","JARID1A","RUNDC3B","UFM1","PUS7L","FLJ10815","SLC16A5","ALX3","TBL1X","IFNAR2","PITPNM1","SEC61A1","PSAT1","VWA1","HDGF","RACGAP1","NCAPD3","TRIM36","CHSY1","HLA.G","EXOSC8","HNF4G","CPT1B","ZKSCAN3","RERE","SNRPE","DSC2","ENC1","CA9","SLC25A13","HOXC10","COPG","C18orf1","CRELD1","LIF","BRWD1","YPEL1","BMP4","AMIGO2","CROP","MAP7D3","APOBEC3B","CD6","CDKN2A","JARID2","SLFN12","BET1L","R3HDM1","EDA","CHCHD2","ZDHHC3","MC3R","CEL","E2F6","PCDH1","GPBP1L1","ANXA6","PRPF39","CADM3","NUDT9","S100A11","WDR79","HSPC152","RPL23AP13","CFHR2","RNF7","HIST1H2BN","CLSTN1","CCDC90A","RDBP","KNTC1","KIAA0753","KIAA0020","OR1G1","TLR5","CLCN6","NUDT2","MPI","SRR","KIF5C","TRIM58","ASTE1","TRIM38","HD","CLEC4E","APEX1","HCRTR2","NDUFA5","GCAT","ATP10A","ZNF518","STON1","B3GAT3","KLRB1","KBTBD4","VEGFC","NPY","FBXO3","XPA","SC4MOL","AQP5","PRPF4B","SRP72","ATF4","BAG5","FLNB","GPR27","CLN5","PUS7","ITIH2","PITPNC1","ACTL6A","POLS","KIF1C","FNDC4","PLSCR2","FLG","HERC2","TWF1","GLDC","PPAT","GSTT1","LOC130074","PUM1","E2F5","PLXNA3","C17orf62","MBIP","LY75","TINAGL1","CRISP1"
722,3.24657332,4.98262756,3.147219523,9.801454087,5.480489464,3.127898315,12.35549413,5.532288857,4.511119966,3.021395831,5.111305083,4.329042302,3.490990877,5.346312586,3.555138038,6.865645119,3.232238803,7.328726417,3.854743998,7.076305276,6.477693551,3.717798147,4.78646866,8.116792735,5.514118431,3.743124988,3.214087698,11.21750944,6.428333079,5.399805833,3.306930294,7.822855147,7.721122246,2.802044557,5.102535141,9.024373905,7.879453311,5.839301934,2.982802225,5.222311587,7.078362255,5.786186457,6.797306788,5.818916222,6.156681819,5.538397952,2.872116479,5.829127708,6.822724858,4.674190975,6.52494015,3.304674816,4.878488502,3.2295234,7.714366064,3.666063923,5.0092749,3.243722407,5.565760453,7.713617254,6.241514076,6.247864802,5.679173592,3.26162825,3.032353845,3.057767685,3.281844303,6.596446959,6.526717241,3.260917524,7.020892644,3.084937789,7.012988647,5.44643604,4.395552178,4.581734217,3.429112982,4.89828022,6.009299336,5.558449909,8.270404126,8.381956632,6.528417147,9.116810816,8.857057544,6.009057352,4.401625628,6.89667636,7.395273411,8.055357578,3.202264645,4.548991425,6.462842845,4.861326718,8.820112822,5.84019109,6.82242836,5.244311277,7.933496615,3.422385631,8.092491016,3.940924611,6.022774503,4.071425372,3.6796198,6.574631289,5.186319057,7.147223561,7.893729428,4.796155393,7.602843936,3.403466275,7.559710833,6.702982607,4.981043211,5.414246764,5.617935634,4.101238832,11.83159332,5.273218645,3.229538508,3.607944537,6.51480638,3.796647249,7.493070678,6.384228573,6.062959513,3.397009334,6.992006933,9.882496874,5.298597933,11.38530909,3.896853711,3.478795783,7.781165079,3.938882496,7.396765074,9.332631293,10.14275322,5.819710655,6.010960506,7.337187413,3.463694736,3.870697992,4.725723739,6.417197617,5.506448632,5.114960595,6.322742925,3.828979591,6.834078848,6.633768965,4.51269321,3.608773583,10.75393846,3.158041494,8.318068875,5.586802459,3.861982329,4.511609105,6.622704598,5.470398346,3.438821289,6.70194476,3.931140657,5.499994381,6.132117492,5.66428169,8.383241797,7.051328113,6.300137329,8.407904111,9.588227391,7.38723496,5.546979452,3.533787047,5.964684762,7.946496184,4.015282155,6.73781982,8.47881343,6.773936916,4.855403176,4.151579455,3.439449959,3.012327695,5.628359652,7.104902316,6.650885538,6.73243814,6.357370782,6.102303497,8.479925165,5.075214062,4.535177468,6.538806429,6.756915013,6.198668497,5.002631341,2.860090403
287,3.195430334,5.670179808,3.112231723,8.952202064,5.925907432,3.119063331,12.38276082,5.164325861,5.291621938,3.154091085,3.545089968,6.798467945,3.200029014,5.810251247,3.323887503,6.896087437,3.169052595,7.220316031,5.339533622,7.787129978,5.989761054,3.692775748,4.639632614,7.391709426,5.259259382,3.485796641,3.343486387,10.97605502,4.356366801,6.435381971,3.26815432,8.128808699,5.353789592,2.830446541,5.429501243,9.02532935,6.073206207,6.532599082,6.762578008,6.08104777,7.582815248,5.681590482,6.986663898,5.383338844,6.725230814,5.275072189,2.730605401,4.312052839,7.239264915,4.569716104,7.473794793,3.791623266,4.371172426,3.191102601,6.697013887,3.682706073,5.100618231,4.586866239,4.651644189,7.042606895,5.981526694,5.800171682,5.92532326,3.697307082,2.999478282,3.1853396,2.995270127,6.780543071,7.084253518,3.300574741,6.619248095,3.26832754,7.651067572,6.373023497,5.046929312,5.664694664,3.356319378,6.32474311,6.698054968,4.319806333,8.454085259,6.76366625,6.027310911,9.817686526,8.687763416,6.819099104,3.230638669,8.066535311,8.348884268,7.758825646,3.151926078,4.968943762,5.066037934,5.002877322,8.843667691,5.86974679,7.27326461,4.597963079,7.477330771,4.722708427,8.448201648,4.869896992,6.182182915,4.307454319,3.991286811,5.473778817,3.852159907,6.96184399,8.598294262,5.589504628,7.522128554,3.477020539,7.587313765,6.100580216,5.296855589,4.479955007,5.910215154,3.740181488,11.67067235,5.574216429,3.424389165,3.174727469,7.14853725,3.990768683,7.958844286,5.600047302,5.709801015,3.83763082,7.014862454,9.791036763,5.9474354,10.11104729,4.340781619,4.590333712,7.896652619,4.075150558,7.990595326,9.159796211,9.713175146,6.323083356,6.979092911,6.358032201,3.341899361,5.407884926,4.484232503,7.015477328,5.211208937,6.316689221,6.3468747,5.253254704,6.556308648,7.908508984,4.918057508,3.754357851,9.752604621,3.243274241,8.859549004,5.809463362,4.8356528,4.293285423,6.16025291,5.170230716,3.943106698,6.545426795,4.214164942,3.344899298,7.569064633,6.379967925,8.326809638,4.218289918,6.959471117,7.875304649,9.621525292,7.621340946,6.055638915,3.647400344,6.587769735,7.36464312,3.641217077,6.339248031,8.700439083,7.009806411,5.641906103,4.237243811,3.807470097,2.96559284,6.299622237,7.106703981,6.991068178,6.199154704,7.420622817,6.810783716,8.711609634,4.071491496,4.791392947,7.960629321,5.398641936,7.245288807,4.73148384,2.925029907
230,3.167049492,6.012288987,3.214926632,10.46297573,4.559368804,3.470247023,12.09859951,5.536373037,4.370416831,2.967227402,5.215474789,7.053075895,3.328366907,4.474769697,3.348751383,6.911191633,3.117174296,6.126599086,3.680946224,7.19106283,7.243321606,3.711235717,4.678143083,7.214367891,5.596110686,6.843233981,3.23239238,11.81742266,5.017306784,5.369794608,3.323452981,8.973282997,6.79497354,2.785397688,5.150109991,8.017759411,5.866610158,5.221965989,3.395895593,5.334752973,6.395173372,5.568733396,5.110148255,6.143936197,6.791653568,4.904185962,2.733043569,3.373255345,6.139963935,4.212545366,6.688141544,3.287809448,4.6228728,4.861120139,7.78890349,3.755827673,5.395576365,3.604064404,4.782120589,7.216526814,4.915078365,4.597916491,5.592919709,3.255716994,3.026816536,3.148313186,3.21245245,7.019479086,6.38473172,3.333089546,4.996591063,3.471943572,7.006606013,5.557088294,5.765374227,4.542523466,3.769273696,5.869843633,6.646973713,5.001712618,8.366152098,5.383319461,5.799217877,9.157791615,7.497521136,4.646422584,3.575076277,6.171116311,7.599146355,7.376436762,3.178565776,4.741183557,5.718853079,4.296049955,8.544772632,7.001388264,7.382964862,5.389361405,7.672778383,3.380540068,8.417162585,3.73997576,6.545715476,3.688689984,3.62739584,5.889190236,3.846177961,10.15215716,7.870208075,4.265499304,7.706031164,3.705645147,4.63872756,5.550724713,5.174955846,4.413480991,5.780217447,3.68846312,11.61864337,6.709162608,3.281049632,3.374908536,6.553295665,4.104613949,7.273230599,6.936251613,5.322355099,3.47281799,7.465080214,9.256607941,5.11648516,11.49256433,4.257683056,3.550924998,7.393415466,4.279715138,7.1686305,8.6218529,9.865666732,5.167931378,5.460023993,5.824320272,3.330407874,5.22125684,3.983189858,5.388515171,5.771176608,5.187540707,7.036511705,3.073454992,6.357223774,6.894609727,5.325054651,3.706388409,10.35913371,3.130683828,8.57265906,7.424849547,5.091410689,4.268941566,5.444970375,4.945589129,3.988160768,6.152399356,4.675300884,3.374953363,5.610223746,5.183452597,8.755626609,7.211118461,6.453096146,7.131857275,10.44201622,7.027064504,5.427494826,3.79112711,6.957056862,6.247897389,8.254818721,7.206243968,7.19849645,5.950724255,4.921911652,4.696842652,3.571180924,3.046013058,5.938714545,7.561363935,6.998451067,4.773337946,8.369923839,6.235795863,7.310657294,4.350602025,4.055497095,7.25150018,6.337632518,6.16510312,5.075992862,2.993654092
227,3.262160383,6.269267389,3.151666931,9.813890082,6.049321618,2.903358751,12.2523793,4.792857898,4.991177715,3.148272063,3.756975872,6.467003715,3.381616879,5.182803047,3.454063164,8.427974161,3.126254991,7.443556715,4.340258423,7.167010125,6.4455206,3.766084824,4.517791555,7.647677011,5.506701399,3.410302925,3.941817413,10.59124452,4.97169203,6.442615656,3.263382543,9.221369548,5.916982016,2.619424201,5.340017271,8.338526939,7.537223497,6.184330418,6.360608412,6.357595495,7.015551,5.326956624,6.987655999,5.33692791,6.126829225,4.958494217,3.002769872,3.326578432,6.974301759,4.213514986,7.084946383,3.255580718,4.672732747,3.238542793,7.381891433,3.801693066,5.020071643,4.828029245,4.653907697,8.073983151,5.494752941,5.162968259,5.448643153,3.686013577,3.00459013,2.984431845,3.104635383,6.959494819,6.428353144,3.475281459,6.443782559,3.272753641,7.396207303,4.6064173,5.785761651,5.614437005,3.315759599,5.30357843,6.207017896,4.876191387,8.413461622,6.468179287,5.777523921,9.339824048,8.483839144,5.779843569,3.899689189,6.682691715,7.359920567,7.406344901,3.113401031,4.217413443,4.598616056,4.710380596,8.921377893,9.072303878,5.239486071,4.462908105,8.07694425,3.726331888,8.370766548,3.830151819,5.23376945,3.953154363,4.056971707,4.257802304,4.889026056,6.883237952,8.197933857,5.428502664,6.900278672,3.686462377,7.036753486,6.485364396,3.913371732,3.989222884,5.69850184,4.048261355,11.10442551,5.800390433,3.426258483,2.864101677,7.068654143,3.774790276,7.485404445,6.121424116,5.507312797,3.501279233,7.609348074,9.482162567,5.769074699,11.28470142,4.331571264,3.975588414,7.938390788,3.887716875,7.514604147,9.273013418,9.848199985,6.128910622,6.490257806,6.839584413,3.469478987,4.031485329,4.750666203,4.875508176,5.061624993,4.420531073,3.88003327,3.478832682,6.817583581,6.923208411,5.172726438,3.529985111,9.157723318,3.125812935,8.941482889,5.798408218,3.951421505,4.958391198,6.587015315,5.403566261,4.41280434,5.989522874,6.371870744,3.207582767,5.804958246,5.158966025,8.911135389,3.506687963,6.124705545,8.515261661,9.090247,8.240773139,6.781015157,3.678547595,6.719170808,7.248944423,3.572280183,7.020851791,7.469944452,6.288447769,6.2480635,4.373941507,3.263837828,2.902592062,6.914579114,7.379853073,5.93082972,6.67901301,6.762679074,7.17740509,8.362968355,4.519825667,4.165729716,7.560187973,5.268686622,6.929765336,4.203512602,2.949607847
681,3.233411518,4.03244398,3.194509347,9.547640616,5.580671349,3.605152468,12.07382597,5.329188787,4.729182372,2.937129706,3.461974095,8.618746192,3.326758628,5.209679287,3.243955515,7.059544655,3.053363976,6.75658961,5.471949647,7.550075179,8.268524154,3.860602048,4.251719468,6.796592794,5.807439535,3.448693811,4.474035888,10.99738651,4.469322722,6.374907873,3.339450438,8.578237118,4.985457274,2.671022469,5.503234216,8.406240954,5.589198286,6.032159092,3.668439556,6.125200609,7.500667217,5.515863308,5.011804447,5.715205523,5.294673188,4.182343732,2.76076877,3.840942693,6.983370718,4.469552145,4.963012731,3.137452116,4.566087378,3.297483764,8.586210326,3.864801549,5.607793093,4.165057103,4.629054288,8.893844574,5.760773236,5.395233004,5.951862383,3.476877446,3.0935686,3.315071873,2.978421131,6.93172879,8.223593736,3.402645449,6.200593634,3.267068404,7.298969411,4.879522115,4.539003286,4.835968367,3.429006575,5.80629512,6.363495947,4.947720666,8.757204934,5.238764642,5.633176619,9.335544784,7.861778872,5.956390693,3.926871632,6.778781298,7.4547747,7.244524837,3.18309635,5.093524597,4.756167301,4.369127776,8.104214171,7.384716966,6.979393183,9.338690144,7.028558334,4.13327472,8.90454909,3.725066538,4.792696875,4.241461414,4.302722166,4.617018544,3.558787835,5.69396395,8.841509834,6.014333143,4.397935054,3.704488905,7.616329194,6.105657905,3.820198054,4.176906781,5.852557702,3.936106006,10.92453092,4.864528782,3.430879747,3.597142462,6.077847104,3.954854266,7.488811747,5.597083114,5.35074836,3.348576481,6.568141803,9.838649011,5.109575312,10.76642993,4.844181552,3.889725639,7.759631612,3.938293324,8.151435766,8.207211127,8.401962004,6.372135864,6.95151115,6.194890734,3.371801233,5.784397916,4.325378615,5.074222818,4.566954289,5.557494085,4.093367592,2.873520056,6.22937025,7.492788256,4.997717533,3.446034384,9.346545113,3.21878877,8.543934634,4.574451131,4.543185023,4.366888591,5.667731369,5.243762205,3.87728741,5.07472571,5.372465901,3.262708519,6.00822172,6.263616507,9.456396029,3.283744871,6.377285475,7.502740044,9.303413573,7.057573524,7.44932865,3.290308725,5.786637557,7.042609733,3.712622609,5.133187219,8.209263261,7.320632966,5.522765172,5.11082832,3.203092404,2.723135642,6.877834174,6.917833134,7.314204284,6.226294291,4.261874404,7.04573317,8.155915754,4.033334776,5.775863524,7.061587091,4.664674376,6.265170768,4.865083518,2.93490122
45,3.159332437,4.858112882,3.114572729,9.269837795,5.574278342,3.370162173,12.22349608,5.492995648,5.295949937,3.067453564,3.775136926,7.503501741,3.671581234,5.334978236,3.358313561,7.597396426,3.23006076,7.46681968,6.267681823,6.680333445,5.420301945,3.730649968,4.063989783,6.09148252,5.383902139,3.446311718,3.452843736,10.46144135,5.106332581,5.9594789,3.415125509,7.492980006,4.372082313,2.635063453,5.616441491,8.673388986,6.210734207,5.246548821,5.451482296,6.126200943,7.225922441,5.091942482,6.817692673,4.84928683,5.403993433,4.25293044,2.742784434,4.000246774,7.330806395,4.074952355,7.046670915,3.21537347,4.460323901,3.168024603,5.019089626,3.952708193,5.133551458,5.267913663,4.813399862,7.19144784,5.351629568,4.885299326,5.673344125,3.436566047,3.067535625,3.152556256,3.058463145,7.149463238,7.645611711,3.25241467,6.267106849,3.253337959,7.446047639,4.941792613,4.852011753,5.436085236,3.453995242,5.0931148,6.455527651,4.894412301,8.23102689,6.522967581,4.850067868,9.19916519,7.384758855,5.847078953,3.805298609,7.303939016,7.845453871,7.245259788,3.073218304,4.712095581,4.591429209,4.448505788,8.500741728,6.018436388,6.283835568,5.701761421,6.416019702,3.420953766,8.168827717,4.452979055,5.060317608,4.377872447,3.896281954,4.858991567,3.653984426,6.781440262,9.679512744,4.644474534,5.499636194,3.86102555,7.343078473,5.815454246,4.889659363,4.352770051,5.745811144,3.833829349,10.85835063,5.359803974,3.377632868,3.249915783,6.033875137,3.680938178,7.342284682,5.999885025,5.418331332,3.374412698,6.616036126,8.989128361,4.85857496,9.882810382,4.693549701,4.69240011,7.142699632,4.011287835,7.248472541,7.894402587,7.673521406,5.268328396,5.848749001,7.240176708,3.302510775,6.940812266,4.394050883,5.195167169,5.239749431,4.514854526,5.196753242,4.382467827,6.200232764,7.474411133,4.769104873,3.858469296,9.024905631,3.310616664,8.661605456,5.292826843,4.391044386,4.331190452,6.299946654,4.924629316,4.589547374,5.083907285,3.707721103,4.16967075,5.544596252,6.045381066,8.094914007,3.448674909,6.637411703,8.265791861,9.393871309,7.441062242,7.147698074,3.40733844,6.557015585,7.375056936,4.024079638,5.380681814,8.403736963,7.221413803,5.344955087,4.187928621,3.592911157,3.017234561,6.839279633,6.871742181,8.110005001,6.589329975,5.835768243,6.469465324,8.309453039,4.195909675,4.523770952,6.541591885,5.336650655,8.331801123,3.842475035,3.086005797
731,3.202794472,4.952016543,3.094984376,10.44359073,4.746006505,3.03110785,12.93698302,6.448298077,4.988396139,2.983194817,4.241391874,5.170387675,3.265425047,4.398521906,3.274003844,6.772427848,3.175625079,7.619127394,3.917358056,6.878282495,6.596243339,3.5548839,4.636462218,7.528377798,4.879109338,3.593872866,3.137899686,10.58190439,5.047208802,7.150771482,3.575918769,6.722784397,4.718623698,2.596107159,5.016539168,8.921848109,7.367680159,5.162377959,4.618860205,5.615661738,7.107454158,4.744779341,3.780623165,5.615006663,5.934929377,3.328236913,2.977852343,3.600951314,6.705305228,4.009382209,3.95098156,3.580971345,4.186118775,3.192278515,6.468568736,3.837528326,5.096594043,3.457535186,4.857855644,6.986214343,4.297341021,4.844949847,5.275779245,3.270376891,3.142984381,3.568054452,3.244601194,7.156638157,7.509271347,3.415050183,5.579984426,2.78114126,8.101659631,5.465296859,4.269174631,5.060384902,3.542605764,7.062030158,5.175441276,4.620743697,8.02130585,8.403410233,5.30735898,8.97205136,7.787308264,6.258688084,2.934299799,7.463627641,6.114486151,7.929704305,3.370224844,4.160078836,5.398836049,4.60132013,7.899695918,5.959285732,5.81856599,4.026910732,8.227133653,3.392751605,8.13605489,3.529747113,4.035821517,3.713374977,4.085160403,4.600758083,3.718096977,4.723514196,8.69446406,4.346081644,3.758181525,3.893584094,5.299196697,5.883804555,4.972304714,4.214890328,5.748864677,4.023977815,11.41125986,5.231359777,3.530936238,3.557189402,5.321461465,4.401019197,7.572545385,4.756420925,5.149106562,3.52664012,7.36073686,8.867000972,4.746983223,11.25841939,4.722351761,3.897418686,6.686537501,4.476938985,7.744630414,8.756880614,8.942634592,5.579676285,5.553032763,5.540703328,3.685359634,3.976307845,4.250581786,4.39211365,5.468694262,4.68334387,3.821980435,2.840188593,5.304773534,6.256687836,4.635313265,3.373828563,10.95035067,3.469648772,8.010045365,5.594280747,3.795087031,3.889505263,3.908400501,4.954246018,3.784669388,5.138849082,7.118296036,3.702213488,5.28516047,5.892261161,7.997541823,4.987057784,6.602580057,8.220080843,9.346135628,7.740436085,6.787502869,3.586419719,4.569300407,7.530146614,4.193557394,4.063999984,8.439181704,6.882223327,5.291461329,4.01029333,3.599656484,2.991413546,6.619490697,6.68130716,5.696819098,6.861379257,6.360697885,8.164441264,8.944666581,5.265963791,4.377529877,6.624476437,5.835724495,3.479740799,3.844921218,2.998614272
346,3.190215929,6.246330341,3.103337439,9.723764357,4.790269538,3.217022132,12.20361939,4.973858492,4.8657932,3.001043901,4.008498039,5.030616962,3.331658456,5.092730531,3.6385855,6.55402376,3.283657843,6.080252824,4.304771724,5.763081747,7.027314287,3.872108023,4.940831707,5.746683348,5.185819433,3.630546097,3.205439793,10.59373464,4.903753342,6.300818249,3.595524753,6.863824053,5.378978758,2.763909141,5.66151978,8.244263944,6.549763285,5.679563535,4.571012606,5.759279388,7.270805742,4.493683359,5.331300086,4.976933077,5.084864982,3.612787862,2.81213842,5.884900214,6.792895718,4.260710827,4.881993777,3.854485873,4.487457348,3.237670371,7.34527881,4.205122354,4.722156297,3.317341395,4.010360949,8.118731531,5.886553772,4.609440512,5.729907594,3.290684733,3.21986009,3.196570161,3.262446736,7.169454992,6.823067472,3.303248418,5.469106805,3.108921448,7.581489893,4.596888908,4.740251087,4.892514283,3.338484775,4.027487252,6.532970694,4.388987668,7.401429285,8.354071646,5.174676882,9.436037566,8.013124653,5.866459708,2.996277539,5.675555454,6.811027625,7.344545286,3.283132451,4.021356688,4.323491052,4.820538444,8.697885766,7.624272272,5.090442306,5.236813184,5.649183582,3.246685518,7.681466629,4.192036604,4.96870256,6.277549058,4.342136807,4.368716793,3.521327982,3.256451018,8.610687288,4.823229805,4.154606761,3.814057951,6.377927637,5.494126062,4.255133627,4.247906224,5.591682583,3.896833944,10.80511574,5.404710214,3.468275509,3.350561156,5.641822776,3.916637493,6.771881433,6.117660221,5.453807155,3.479717489,7.310543584,7.369312454,4.591988056,10.21208533,4.980877744,3.622557824,6.327227797,4.47544141,7.937118927,7.302865214,7.916793641,5.330475851,5.251900016,6.042062612,3.407081267,3.252302051,4.542896308,3.439531884,4.13275293,4.292929885,6.862848258,3.293916136,4.746199892,5.595162764,4.986837467,3.386215762,10.32609876,3.422686922,8.00934308,5.413134633,4.331030224,3.799728153,7.415479513,4.85129173,3.414685623,4.575581831,6.880345258,3.479300321,4.796923752,5.603357627,9.232239389,3.379018565,6.240477065,6.979508843,9.711573927,7.815138949,6.559907891,3.368547624,5.172061812,6.697231986,4.172911654,5.2438158,7.148495202,6.141182728,4.84551618,4.270025503,3.414390915,2.980129552,5.715965969,6.796924445,7.621381305,6.094159696,3.884926197,6.868155348,8.352422141,4.482347609,3.803607225,6.378952176,6.13715908,6.797758779,3.798546555,3.194626419
643,3.185929652,5.110608995,3.067600285,9.274474559,5.369343608,4.009998397,12.18893559,5.51039307,4.817424612,3.102617794,4.055583976,5.84735198,3.220834105,5.115299456,3.21125603,5.992869982,3.024296454,7.596092255,3.758154477,6.968939193,5.933227256,3.589882665,4.109051415,6.702471598,5.482042763,3.542819457,3.345683666,10.10283257,4.217967161,6.444588657,4.068636268,7.415683107,4.642703418,2.708509815,5.14844648,8.339929087,5.852023473,4.56853638,2.934737573,5.414898101,6.678815238,5.529068994,6.245564602,5.148501718,5.8831959,7.237627196,2.883438684,4.392215474,7.232918869,4.810414147,5.006243372,5.493931289,4.289027535,3.204023308,4.714944653,3.723209715,4.480932906,3.715535368,5.139344158,7.304693474,5.464851449,4.424837505,5.79392305,3.699311071,3.240053955,3.601362867,3.171534778,6.823962996,5.859320462,3.253027712,7.033616407,4.37616289,7.175857577,4.521459904,4.21517481,4.319136249,3.634276418,5.040512476,5.700423843,4.449509387,8.238472383,5.409057972,4.595101285,9.433329084,7.093623562,5.323135046,2.990507905,6.358194422,7.287328267,5.9165011,3.206890203,4.277308828,4.308916412,4.732414953,8.3303217,4.729966388,9.485620024,3.747964605,6.474881444,3.120589264,7.898606092,4.471744789,6.563923577,3.674876715,4.414202368,4.079216362,3.444919839,5.575909192,7.777768502,4.033246881,4.435507747,4.131726834,4.562488515,5.706360056,4.400278426,4.26987531,5.377933063,4.292654154,10.73416165,5.761661297,3.580044597,3.282540413,5.432505327,4.293225916,8.172308011,5.273538524,4.86356216,3.475690021,6.295081563,9.625072365,4.536971754,10.71007312,4.400702664,3.843144539,6.417222217,4.489686782,7.927071721,8.33620552,8.192228239,3.805838319,5.376490285,7.022286868,3.500173502,6.45149525,4.373041027,5.015836294,5.382943232,4.344991782,4.856715312,2.991922969,5.256072171,6.381920205,4.269511102,3.308508047,9.978279544,3.378467119,8.755082657,4.859549288,4.610150174,3.873348638,4.842399454,4.795817225,3.746238751,5.631256559,3.516655136,3.608843955,5.420189874,5.909946996,7.28741282,5.730360258,6.026005319,7.100344568,8.81228906,7.71597623,6.200918954,3.847951483,5.584744984,6.529608679,3.893560118,6.99448983,7.355293423,6.479760902,5.230891046,4.183998762,3.185302997,2.807849459,5.913587397,6.281728582,7.661827777,5.071975708,3.76701975,7.111209711,8.06307739,4.267765536,3.969912385,5.594269013,5.87507737,5.461352917,3.812971836,3.017459375
53,3.210205654,5.249443495,3.366428143,10.21089945,6.2800197,2.771467607,12.55452328,5.326490109,4.614712764,2.955064706,3.841973326,5.567638044,3.17414501,4.571176757,3.459976482,6.10707864,3.133843347,6.658242541,7.679850528,6.542548262,6.194114931,3.545786871,4.142217395,6.119723221,4.76156087,3.457208015,3.173570856,11.14017244,4.288443263,5.819628123,3.521526999,8.670319656,5.664152218,2.672217167,4.949039698,8.050901836,7.522960041,4.145552674,4.992603359,5.647010286,6.949546047,4.595563906,5.431412671,5.549129422,5.278634064,4.658945924,2.844873342,4.070822594,6.193182875,3.763933853,4.821119696,3.208596805,4.104424232,3.313335067,10.56452144,3.552560871,4.676875937,3.837906314,4.704789976,8.294631966,5.701475476,4.217094781,5.710404245,3.37163668,3.207835934,3.386178522,3.180901494,7.066546807,6.441680314,3.108440866,5.698289657,3.315297603,7.913446789,4.055435034,4.42911592,5.059778647,3.385222576,5.171436128,5.893558451,4.126739285,8.333249682,7.478845146,5.861587124,9.610806895,6.774542374,4.841129525,3.66138832,7.811742352,7.11889166,6.792332275,3.339171085,4.42796534,4.093354695,5.04694879,7.814510006,6.653698254,6.061575555,4.675592602,6.026888112,3.144645486,7.845970159,4.850184834,4.429613232,5.041718801,4.088485957,6.262254168,4.637083961,6.124567357,8.184793035,4.612997482,5.634542429,3.467881629,6.331176781,6.064000971,4.318891816,3.664590509,5.186190879,3.557520612,10.59437404,5.175892898,3.226530673,2.959288828,5.493784246,3.7883589,7.962986352,6.19412365,4.753197669,3.463727285,7.099210062,9.11421177,4.674144521,10.04957904,4.510951009,4.505080281,6.640745153,4.584890266,8.668913434,8.89047461,8.8837422,4.294483331,4.871715207,6.907868135,3.431116641,5.134329488,4.444219478,4.116329841,5.032689471,5.584638564,4.197341645,2.901778204,5.140453011,5.819826796,4.590147164,3.385819623,10.13787014,3.313947669,8.122312366,5.07223452,4.477922758,4.006174189,6.558241672,4.576697808,3.788709572,5.483188064,6.125571756,6.001703514,5.971145672,5.467397461,8.537959035,3.25866724,6.887205366,7.826469061,9.762063038,7.318940623,6.023214925,3.597392902,5.874595879,6.422989177,3.589722572,6.49333142,7.524435782,7.54605204,5.494381974,4.418591268,3.125064203,2.961234619,5.608772793,6.218091216,7.521167287,5.512956335,3.604321111,7.549342974,9.277472297,4.08391556,4.383422568,6.841543425,5.773696413,5.393281907,3.828731726,3.147172001
