"response","MRPL48","ZDHHC18","TOB2","TAS2R9","VPS37C","GABRR2","CPLX3","GSN","FST","SMEK1","PCTP","SPINK1","ATN1","GABRP","C11orf71","TRIM14","BBC3","HOXC10","ZNF267","AMACR","POU1F1","KCTD5","NOL8","WNT5B","SMC3","BTN3A3","JMJD5","PIK3R4","UGDH","DNA2L","ACP6","C1orf108","SGSH","C17orf71","BTBD3","ANP32B","NDP","EFEMP2","MYH9","SDK2","TESK1","ATP13A2","RIF1","ILVBL","MGEA5","C16orf45","NAP1L3","INTS1","BST1","RARRES3","PDE1C","PDK2","NUPL2","FAM3A","ST7","RHOF","CD38","CASP8AP2","JARID1D","CHRNB2","TMEM5","CUL4A","SLC2A1","THBD","CALR","PGK2","HTN1","C9orf31","RUNX3","EPB41L1","PSCD2","TMED2","PRKX","FLJ10213","MED13","SLC25A23","ITIH1","FAM131B","SUCLA2","SGMS1","TGS1","MS4A3","MORC2","JMJD3","RYK","TM9SF1","PELI1","KIAA1045","ENDOGL1","TUBG1","LSM14B","MACF1","PPP2CB","STRN3","RPP38","SLC35A1","PTAFR","MRPS18A","TNFSF10","NSUN5B","HNRNPA2B1","C14orf65","ULK4","NUP88","CEP55","SNRPC","BCL3","TGDS","KIRREL","C12orf44","KLK5","PPP2R5E","TRIM36","HABP2","PDZRN3","ZNF263","PROP1","PCSK5","SMARCA1","TREX1","KPNA6","UNC119B","NRP1","CYP2J2","NSD1","SYNCRIP","SNCG","C14orf106","ORM1","FLJ12716","PLA2G12A","MGC3196","GZMA","LYRM2","CEL","HOXA11","PYY","LLGL1","DRG1","PRRX2","MRPL46","C6orf134","RAD1","E2F1","CSRP2","SGCD","PIGQ","UBTD1","KIAA0423","MS4A5","EXOD1","GPR63","NGDN","CHORDC1","VGLL1","PAWR","C1orf159","SH3GL1","GJA8","TMEM106C","CADM3","FLG","FNDC4","BRCA1","CCNL1","AGRP","NR0B2","MIZF","CXCL2","ETFA","LECT2","SCGB1A1","ITGA3","GGT1","PIK3CA","CDC42EP3","PTN","MCF2L2","CDK6","PRKRA","C1orf165","CPSF3L","IGF2BP3","CASP2","SPO11","GML","ZNF574","USP2","PPP1CC","STARD13","MUC16","TMEM39A","CAMK2G","PILRB","C10orf12","CLIC3","CACNB3","NDST1","MRS2L","BGLAP"
1066,9.349076551,4.962755093,6.199310045,2.987807596,6.831937314,3.55215064,3.191174759,7.353529424,3.789457826,5.935300679,8.474630218,3.250841539,4.559577462,5.343314911,6.332533506,6.093105771,4.968642363,3.18941785,6.212140559,4.235335292,3.184143029,6.117058062,6.911201875,3.269743076,7.495611818,7.083485658,4.006484287,6.311473524,6.696988108,4.185272898,6.613901173,6.387985611,5.807866946,7.388174068,7.234212245,9.996308575,3.861239148,6.193019951,7.268317544,3.401928161,6.447300068,5.041189559,5.353812875,6.249183779,6.836224239,3.918363292,3.263153986,4.151260625,3.935847922,9.048808626,3.514305319,5.06982128,6.939150891,6.757406288,5.307071674,6.594737595,6.958393853,5.011930672,3.137447581,4.095303491,8.505909901,7.109091599,8.936225998,4.010692853,7.283292293,3.48472654,2.942597726,3.461398135,7.248112881,5.483019864,6.228025977,7.76530755,4.473795412,4.283595535,7.64810102,4.628124545,3.239327419,3.521287481,6.830930133,7.221494786,5.892484822,2.98915262,5.992952335,4.549906612,7.441830105,8.047005058,6.22453403,3.313825778,3.056612745,7.481031855,4.531929321,7.273364933,6.295532981,5.043615756,8.17746136,7.085927373,5.256997009,7.84870278,11.80118615,6.750456342,10.19619177,3.433865051,3.045443561,7.308858795,7.53267208,8.862300041,5.430077694,6.712748118,4.705648838,8.61309306,7.219605627,7.759493963,3.102690191,3.548808859,3.32734815,6.285389519,3.396463416,4.465522937,5.273845672,8.049226547,6.291619408,6.390283253,3.903224776,5.907585055,5.309859887,7.551252133,5.966518213,5.483768674,7.132210707,4.937160694,6.346189611,9.634096796,5.888157489,6.262951049,4.869119651,3.113323764,3.215172884,3.669403486,9.79625463,8.08989073,7.75610376,4.178339033,6.875286929,4.799393094,5.865505046,3.833126353,3.659150795,4.180319702,6.351018874,3.103903262,6.228712287,3.210470698,7.84779573,7.129094944,4.388022017,3.954559936,4.061485738,6.64535345,3.754033706,9.132608137,3.734016175,2.860161841,4.318293448,4.865559038,7.488352453,3.401535532,3.94724534,6.80844272,8.4234082,8.262568602,2.970308412,7.633853867,5.717200512,3.519879284,7.096708882,4.557764589,7.92584669,2.728778218,3.340059662,7.799519578,3.525240487,6.392087177,3.456098813,4.188124576,3.453040366,3.100889596,4.947612773,3.169579313,9.640388598,4.434580764,7.642962153,6.266703772,5.150538468,4.527246111,3.113673024,6.459472519,4.133091872,4.216356291,6.497628089,4.619845627
1004,8.36287033,5.166861224,5.598910754,2.978863522,7.126587744,3.312010309,3.079642656,6.931109629,4.929208916,5.353239994,6.031780107,3.289274406,5.334716017,3.414188816,4.912384301,4.887115448,4.545720189,4.08094436,5.901207475,3.836508188,3.180381019,6.159880573,6.365716375,3.321795456,8.065674648,6.121684168,3.749330871,6.326082986,7.68455602,4.028596777,7.156210253,7.447555846,5.535763751,5.406684978,8.094609302,9.997889175,2.991674507,8.507733194,7.886327049,3.388865125,5.522127237,6.456771003,4.925392627,6.440015858,7.276873531,5.31843896,6.216466719,4.339463351,4.066161144,5.415265444,3.329979142,4.861104233,5.729322321,5.522802281,5.566030921,5.999914522,3.447557359,5.5807492,3.273171397,3.683585032,7.889229328,7.349985633,9.975169163,4.25985358,7.501888438,3.564508994,2.937880867,3.564449567,6.412494258,4.922688015,7.662155272,8.506490279,6.621695867,5.35098368,7.280366396,5.961306079,3.238838389,3.584285992,7.853190081,5.463851113,5.642482977,3.005093208,6.797519246,5.313123425,7.073798023,7.700488507,7.132176184,3.202929102,3.01044803,6.255706046,5.364081206,7.278158039,6.839927658,5.031051968,6.926401331,6.557401997,4.248955567,7.032409676,8.69528533,7.014261452,9.901011134,3.357356686,3.138359774,7.672949153,6.122476995,8.937219165,4.62508452,6.631652897,6.063276902,7.871825168,7.698301528,7.922077214,4.090341183,3.376350909,7.165798248,5.739110308,3.346716746,6.491775557,5.523628235,5.751412481,5.502506977,7.778563056,4.424086691,3.713782001,5.132848613,7.699484766,4.618605287,5.547201914,2.9801265,5.59512508,5.523972981,8.017901253,3.833853857,5.892223819,3.124877788,3.329255591,3.102388405,3.606486996,9.234857768,4.943407756,6.287640384,5.242212904,6.717278552,4.83491068,8.561822587,3.897257841,3.95028027,4.211105238,6.730714743,3.061882539,5.583271609,3.379930259,7.30799538,6.489014564,3.871276122,4.296991381,3.992245135,6.35691897,3.339104739,8.542759485,4.05531289,2.991238277,4.621998851,4.235036931,7.70239381,3.504895466,3.836381728,6.435419616,5.169950531,8.075238712,2.855711697,3.228646973,4.848771347,3.255239253,5.976174531,6.074930639,7.275652949,2.721543882,3.325522317,8.191011759,5.68225546,6.696183198,3.412050338,4.640765449,3.434752034,2.981060549,5.245607105,3.199483343,10.40421958,5.141218284,7.99079378,6.872917845,4.850602345,5.165369832,3.135658879,6.222602274,6.35885305,4.253496087,6.407856018,4.163779411
897,7.511300245,4.719391641,6.451805487,2.962263864,6.664242188,3.40468605,3.456013435,6.221635499,4.198315389,7.118821972,4.247307229,3.10826266,5.500492777,3.272950791,6.278959549,5.700764491,4.74171714,3.512234826,6.136816399,3.604598133,3.151011892,6.86448892,6.85432464,4.548113414,8.464909765,5.202572551,3.79946029,6.414211144,7.330842768,5.533883981,6.738190416,8.320079818,5.337104911,7.196257068,7.899731132,10.27054214,7.266667318,7.307010231,6.4850855,3.789502402,6.331009306,6.410445917,6.512844968,5.243826112,7.695060988,5.624203653,4.391671147,4.339261898,3.391669574,3.179497753,3.498760114,4.454280339,6.40623719,5.793175422,5.028232708,5.696507551,3.13167613,6.479431948,3.057199009,3.784516036,8.419213766,7.375955497,7.713330817,4.008290634,7.225343522,3.440304364,2.763167984,3.423447955,7.268909736,6.545838236,7.057905152,7.704661029,5.88584027,4.972612011,7.537607663,3.820015213,3.333021828,3.740287224,7.320970453,5.65187429,6.097908511,3.057410905,6.816661434,6.342133687,7.020851283,6.831056492,6.780549579,3.480978746,3.109608946,6.833219893,6.320053229,7.254362598,6.71873949,5.083770002,7.865984107,7.443811514,3.408501824,6.685246158,7.62391285,6.905354317,10.72570897,3.797629667,3.070905118,8.378652192,7.275894307,8.600709997,4.615710338,6.780172983,5.304478054,7.832554072,5.464664025,8.553955465,5.149911128,3.324596997,5.374900711,6.950915192,3.358655493,4.835880304,6.632064995,4.782167193,5.775683817,7.486263256,4.072494922,5.336278266,6.143806221,8.328523048,4.504385737,6.898874614,3.01808656,5.909427745,6.0167374,8.37465069,3.184209026,7.01420798,3.639855036,3.211735638,3.104863774,3.688366324,8.588593183,6.258065794,5.827429739,5.9414288,6.818443799,4.814743411,7.794053387,3.45215224,4.175402594,4.016129866,6.974602329,3.177602632,7.093790693,3.998375484,8.017211449,8.26197796,2.953516919,4.067991799,4.026132334,6.58562517,3.406061203,7.922607176,3.388412296,2.956172912,4.478766658,4.443559624,8.323006779,3.423884408,3.89199919,6.417890878,3.198820744,7.662839261,3.029280149,3.056697079,4.163063495,3.320224461,7.044262698,5.572822099,6.498883406,2.748193566,3.122987828,9.702354598,6.360223131,6.208841312,7.102720302,4.443303895,3.346892686,2.981587227,6.019369301,3.44462859,10.39235031,4.786489101,7.730627063,6.629530607,5.836553068,5.093292791,3.078549078,5.812239305,6.339411427,4.175207035,6.585118423,4.467525577
0,7.617561515,4.671631117,6.799026032,3.061520347,6.875833514,3.524956166,3.045739501,6.486017074,4.137024738,6.501120542,6.391274667,3.314614774,5.284717654,4.802096144,6.619163337,5.285754961,4.394698187,6.286016075,5.70937183,4.026954451,3.344435706,5.79190411,6.252522516,5.909970336,7.499778993,6.151097854,3.72225054,6.682642856,7.163627413,3.98428737,8.360695876,10.78211409,5.929935958,7.288803991,7.709494468,10.00821813,7.24950527,6.201826738,7.191781854,3.625421465,6.377878403,5.175536455,4.917915333,7.863150086,6.820752473,6.567804668,3.904250931,4.335938346,5.405245749,6.991567689,3.514029072,4.704140163,6.35658858,5.498372157,5.560135717,5.888074135,3.754575097,5.928425935,3.318723873,4.336674897,9.589311457,6.255253806,10.40501002,4.015710071,7.6701048,3.518155351,3.072800572,3.557438109,6.01254833,5.868181635,5.686707506,7.804309189,5.056548913,4.574922383,7.048454279,5.151505754,3.368564542,3.665219662,6.849199386,6.357187657,5.583917614,3.116899474,6.310167723,5.630384009,6.82807933,7.933359825,6.524248049,3.329975174,3.182121069,6.935643922,5.009243457,9.887413078,6.161343661,4.485322872,6.910858895,7.94226222,3.681063793,7.168322762,10.11098503,7.116732303,9.678305589,3.679426621,3.369902279,8.071595585,5.9388057,8.762171441,4.142564248,5.783889379,4.853839122,8.340794927,5.911444198,7.638910472,4.001189801,3.438964527,5.097532268,5.798085118,3.390371167,4.092121908,5.909893816,5.765229232,5.951272174,6.143084216,3.807880798,4.776122949,5.284384852,8.256345913,5.73997576,4.672575546,3.558123935,5.249712277,5.645969175,8.436575832,3.824007004,6.901481589,5.895813959,5.186783303,3.275132308,3.804556755,8.912063903,4.814400086,6.844526387,4.529874932,7.075480782,5.063566902,8.07014732,3.603916287,3.865682872,4.148889568,4.773170604,3.173096542,5.01256538,3.470665328,8.098243528,6.114228295,3.935499243,4.147397484,3.910965182,6.188318694,4.530098617,9.677260693,3.557821954,2.961009528,4.47690179,4.356690123,6.355405811,3.423894151,4.07299155,6.499642762,3.404291182,8.604527214,2.998815844,6.522934666,4.106057284,3.606204123,6.483254378,5.774200308,7.975978777,2.682900634,3.37930406,8.724963738,4.047824854,7.453847587,6.854140271,4.440109159,3.557948478,2.982304457,4.978820066,3.447114133,10.41355562,4.448885464,7.552848831,6.432056687,5.095004021,4.203512154,3.194732812,3.013837706,5.995542382,3.893268475,6.491218226,5.783999451
906,8.509843007,4.125837366,7.06210462,3.347122416,6.853379617,3.475099468,3.39956322,6.853012422,4.803119215,6.852833408,5.854266421,3.084858982,4.583106417,4.448148199,5.865965612,5.334195118,4.990101713,3.574841331,5.62307962,4.392985543,3.249929089,6.739528678,6.885357982,3.396060801,6.786687206,5.548448125,3.764764706,6.334116264,7.483234447,4.189902962,7.590921529,7.454292641,5.395180695,6.562192456,6.844611817,9.910275643,3.828024401,5.749580381,8.258375679,3.482582725,5.124364626,4.313212155,4.867727242,7.126686673,7.179127921,4.477597338,4.519468411,3.751182395,4.184822539,8.462939923,3.549102858,4.28251072,6.269272241,5.666407904,4.777469441,8.060729076,3.335633236,5.946438177,3.2394699,4.167740468,7.630319568,7.183617967,7.042938141,4.131363548,7.23408255,3.692080474,3.150633289,3.424648012,3.412621787,6.693624245,7.280831077,8.414125574,5.82801016,5.472003585,7.320247465,4.298149711,3.245931859,3.748976327,8.342859624,6.517661219,4.725000052,3.063701843,6.313443436,5.361366349,7.010315358,6.948630303,6.24417058,3.361244516,3.198690076,6.359570222,4.917533338,8.347269511,6.360694537,4.497233004,6.758743114,7.189056737,4.570149868,6.565633798,7.840293011,7.92809489,10.28839215,3.717804422,2.934549162,7.099150817,6.0209318,7.970022837,6.283654734,6.456752833,4.847680672,8.105436673,9.374534617,7.476797615,2.991762637,3.556464307,5.262692751,6.718435672,3.430729452,4.728191967,5.046248588,6.361276247,6.342471201,7.291330356,4.243400352,3.570033098,5.334839019,8.584502202,5.954977322,5.201292667,3.102999119,5.602071867,6.19064984,8.710470776,3.992789179,5.646457633,3.138319148,3.19111631,3.149287392,3.637368362,9.683099668,6.563495035,6.081559829,4.003154151,8.449022919,4.716271668,6.667148042,3.834984822,3.751320942,3.768678338,6.177333914,3.273926894,6.649653193,3.428450781,6.903316454,7.437961561,5.217591531,4.006917558,4.225351614,5.896110078,3.556657132,8.770063461,3.436425621,8.622665281,4.768541853,3.740466144,8.330206246,3.581127009,4.092415685,5.791556101,4.00049832,8.660146961,2.943024133,2.929038299,5.793409525,3.267354642,7.04641347,5.735683272,6.933127911,2.736522705,3.25066057,7.405495458,3.079351311,6.269391962,3.156788734,4.552460025,3.407753607,3.246822056,5.507618761,3.36294736,10.1854612,5.74047932,11.16709713,6.7156202,4.974463693,5.227260448,3.181414957,8.465053801,5.593502712,4.241221646,6.320411649,4.456679399
788,8.320533949,5.323584781,5.637726327,3.152421484,7.04517523,3.386882374,3.170183487,8.251997791,4.418818995,5.281901736,7.671585013,4.294149409,4.785681144,6.463129942,6.141330561,6.142134954,4.86536477,3.471443524,5.351959074,4.061542925,3.139601624,6.752606969,6.907038172,3.398436706,8.07864419,5.968101267,3.729369521,6.272261857,7.171577992,4.235556466,6.546945903,7.0839227,5.610589411,7.316461084,7.694363733,10.10222323,4.829920217,7.135796478,7.77098392,3.516635181,6.368532305,5.241712342,5.528591702,6.268895034,7.323086243,5.31540776,4.06029699,4.05846777,5.142677043,7.891128888,3.633719862,5.074916924,6.18217958,5.948392365,4.835615602,8.452540886,4.069388795,6.485870941,3.18169065,3.933011985,8.266229513,6.541722675,9.191938744,5.3009982,7.450767623,3.489524729,2.802757338,3.449733923,7.663182491,6.294689453,6.940498658,8.544077715,6.236193796,4.505444752,8.128046728,4.545991141,3.09301064,3.384406453,7.526242274,6.804404222,5.409748939,2.917523596,6.114976476,5.550789169,6.7915563,7.306007854,7.414255282,3.297944643,2.949843538,7.09838169,4.886126067,7.847263845,6.01582949,4.914385771,7.207066616,8.048051938,4.900126071,7.494016529,9.280242484,6.288259063,10.3878986,3.216031621,2.888583756,8.51438527,7.562136894,8.57916238,5.038800462,5.530503617,6.196502775,8.273248103,10.10418777,7.912646708,3.081019967,3.290984598,5.839459471,6.368589052,3.213575204,5.524888992,5.751242066,7.036442952,6.17675555,6.597764787,6.001272798,5.109426102,5.604217144,8.663357442,6.902793339,5.414756581,2.901451022,5.701032275,6.087016184,8.477613271,4.636856576,7.219679327,3.617869851,3.160955608,3.102294525,3.591533418,9.062421703,5.01519928,6.531197723,4.092237909,6.983153579,4.664179568,7.026980784,3.645847612,4.027788248,4.165533301,6.551360927,3.181474407,6.033565328,3.426253108,6.927141637,7.665120101,6.818402351,4.188299978,4.298614712,6.896232241,3.357965643,8.384949972,3.785563718,7.531799543,4.647127468,4.766417091,7.608484616,3.607041283,3.819517326,6.567055985,4.895979124,8.501761638,2.955190671,3.650415342,6.896677007,3.483886244,7.083467478,6.0585008,6.693158521,2.641314112,3.145262056,7.881738242,4.066297978,6.838266119,4.791113692,4.318782063,3.222216644,3.033587843,5.304380569,3.311739447,9.939323276,4.392947954,10.32976445,6.347387797,7.288535073,4.858764549,3.093599386,6.847585867,6.36837737,4.06926586,6.88876517,5.534183412
763,8.074578241,4.186043643,5.493915536,3.180737329,6.980443815,3.319734544,3.243717469,7.505995041,7.502996981,6.537195527,6.343972506,3.335318382,5.033133769,3.284605411,6.092471337,5.313644652,4.832803888,3.621274423,6.547820625,4.354513725,3.253393219,6.479951554,7.258652002,4.318924768,8.145566045,6.001648887,3.942349214,6.034763035,7.474675516,4.100907237,8.020542394,5.828677791,5.611592652,7.38579751,7.966561426,10.41910483,3.756947275,7.880839778,7.555139208,3.291638658,5.569793505,4.674804859,5.073232526,6.616801994,6.982101175,5.705753339,5.081046794,4.129400943,4.564043401,6.716439461,3.415292398,4.653985519,5.985544655,5.26358327,5.253344163,7.092510211,3.270583776,6.172812946,3.160656538,3.609217861,8.410070613,7.013562068,8.311250659,7.170459195,7.031315029,3.523350417,2.954042472,3.481856574,4.02068837,6.305014107,7.268960549,8.260193668,6.979869982,5.168395762,7.725850714,5.02253714,3.00249915,3.522138853,8.157683849,6.678327621,5.638848068,2.976182748,6.047846815,4.925888965,6.614996107,8.182312055,8.158757903,3.223019334,3.024594565,7.071134819,4.959940398,6.777424893,6.475806396,5.560206986,7.222578396,8.444298478,4.234506684,6.667127355,7.992147438,6.980946756,10.1564962,3.235458155,3.192799231,8.02946518,6.124061818,8.261275442,4.745916776,6.776732308,5.808956812,7.17128188,7.646395664,8.406403943,3.324525857,3.61790773,6.270662473,7.053434246,3.10936855,5.25939646,5.998286638,6.168475645,5.362565512,6.715672144,5.202772953,3.713615367,5.142066068,8.401397514,4.958850391,6.417608412,3.113844205,5.540387154,5.896061098,8.366147027,4.95258281,7.067331777,4.403279416,3.339819836,3.017996882,3.575034255,8.685090957,5.648844244,7.159078161,3.869632246,6.969672485,4.24740633,7.511096916,4.05939315,3.767875291,4.228336068,8.006505517,3.145487061,6.067138899,3.444202539,7.972285605,8.079479575,6.828584634,4.369351996,3.90921805,6.630395785,3.565739073,8.443851342,3.719902019,2.756214649,4.329496495,4.686805375,7.536987874,3.470041798,3.866345657,6.557640853,7.428884446,8.96894798,2.957274067,3.228085005,6.163327667,3.129890469,5.912392433,5.920697401,7.901413825,2.791357968,3.258309106,8.081740876,4.887969773,6.106714363,3.119975191,4.274800415,3.439815289,3.22284884,5.28983738,3.366904995,10.47930303,5.580051499,9.569465564,6.266587259,5.157684929,5.341514208,3.105605318,5.911570922,5.747694331,4.012080762,6.674264909,6.123715065
724,7.484170906,5.739805327,6.261953434,3.086244447,6.300073774,3.378276067,3.291241535,6.252626745,4.604426089,6.559067551,6.06306817,3.011981329,5.7840411,4.635234649,6.220481215,5.667144359,4.61835391,5.254607689,6.384483923,3.66482962,3.254416522,6.733644815,7.015629602,3.84586328,7.132754341,6.318709532,3.679017843,6.133337598,7.479712433,4.095083725,7.898660059,7.476290964,5.313456169,6.596483926,6.456494795,9.86771678,3.618777664,7.223993575,7.127515486,3.380532142,5.878997966,6.155862806,5.439592374,7.42625234,7.122879642,4.55058499,3.777886063,4.429356551,4.780687937,8.261187191,3.692869589,4.59809522,6.967840139,6.386058372,5.372681501,7.419968019,3.583818363,5.231048137,3.220473392,3.790879116,8.307260994,7.38082764,7.878739375,4.215852599,7.443156913,3.496967727,2.973170516,3.42565656,7.197854239,5.922352655,6.397281889,7.741637017,6.597735467,5.288313706,7.529132876,4.324671841,3.148362998,3.472999154,8.262863044,6.29251683,5.786453305,3.121886643,6.428561062,5.227073998,7.00494256,7.346824395,7.184225677,3.288332014,3.259633083,6.545291744,4.821558158,7.554258139,6.13095588,5.643248041,7.429729298,7.299532947,4.794572433,6.634734291,7.704207617,7.747846116,10.0546333,4.21180588,3.175534018,7.128563773,6.418273419,7.546735293,4.905206935,7.322707172,6.03004186,7.669727428,8.753703572,7.860650825,3.077645359,3.435123771,6.047320982,6.38050136,3.357244316,5.165686326,5.811396646,6.468848109,6.346909318,7.858990334,4.173765417,4.116197989,5.371660473,7.569576122,4.775431849,6.372028626,3.163103431,6.305822404,6.331093114,7.449108711,4.859855218,5.984565181,3.335956195,3.279509417,3.061568139,3.66982905,9.411277319,5.072258403,5.800907106,3.696140951,6.773421257,4.614053437,6.968229439,3.629345724,3.989738536,3.817841174,7.068743023,3.230241107,6.969388629,3.39327824,7.59439614,8.604610235,5.467543985,4.197290946,4.6187388,6.58234002,3.56909373,8.95210064,3.312782436,6.532833401,4.469370423,4.475141163,7.666774879,3.616986137,3.848022761,5.616396169,4.07113089,8.494817506,3.079849979,3.140687659,5.886118436,3.237217256,6.754650325,6.118305859,3.867836754,2.762795337,3.160166722,8.369529856,3.356212704,7.389922223,4.050409169,4.59788797,3.42880843,3.042244508,4.873017292,3.298129849,10.08116304,6.15564806,9.275477623,6.498263555,6.308099706,6.287640384,2.96912668,7.309069675,5.857699628,4.094351734,6.043131944,4.173375659
657,8.577872723,4.363388198,6.685746625,3.020196807,6.622431703,3.55872467,3.373288672,7.802896835,5.5594051,5.327486858,5.94847293,3.265955353,5.430987037,3.233263902,6.382648959,4.500561097,4.688875205,3.449058698,4.964030394,3.934127263,3.447392017,6.137030056,6.142261029,3.204873933,8.025622686,4.012220946,4.26562735,6.017849444,6.688138021,4.157392119,7.443363341,6.979007582,5.429368301,7.280303663,7.565213204,9.496710201,4.795032418,7.616811078,7.26191772,3.545861562,4.842328377,5.569167456,5.688502285,6.518224281,7.005845527,3.764091333,4.098024691,4.1126541,5.649010304,5.837554793,3.655924379,5.416649495,4.800559387,4.728915612,5.008296619,6.175695274,4.095690617,6.959722268,3.054776692,4.035685956,8.432856239,7.192571102,8.51541351,3.792907332,7.119406771,3.435671914,3.066092312,3.587494728,3.580359675,4.836314304,6.496518581,7.17502318,5.672405486,4.128119591,7.228179856,4.478136125,3.42620204,3.502365662,7.578842319,5.609376482,5.990474666,2.995646318,6.460553385,4.671423475,6.76228227,6.42859518,6.969038124,3.383708247,2.980095985,6.114590361,4.731464159,6.237788368,6.440397267,4.929777885,7.517084117,9.03312402,3.643811171,6.319367548,7.441161684,6.871765019,9.770599778,3.62050097,3.93388827,7.521702029,5.794764177,7.832312037,4.345166578,6.712618936,6.822904147,7.697580705,8.980625194,8.248427806,2.817442667,3.53211689,4.818693339,6.66939743,3.427090035,3.869723638,5.577054084,5.449990026,5.433010772,7.069975953,3.546301614,3.910999573,4.938062829,9.174125347,4.680515235,6.04511089,2.859358002,4.411268525,6.764598695,9.293250336,3.981121537,7.816135819,3.335389401,3.166042299,3.394832008,3.87309091,9.831220733,4.416504152,6.772984221,5.422400132,6.998693458,4.553699244,7.31811302,3.659485431,3.8733308,3.987093704,6.782923345,3.299384537,5.634165057,3.949244753,6.944051072,7.052677825,5.591180244,4.24085377,4.796646853,6.735552719,3.37960285,8.516754911,3.390103077,2.942973679,4.224812643,3.571434059,7.146087108,3.51905874,4.099316826,7.020607161,3.741729893,7.669115921,3.152293818,3.522398825,5.417972105,3.305311009,6.383833601,5.472269278,6.481177,2.571720823,3.230874926,8.276480558,6.303090493,7.226767457,3.161490673,4.580741841,3.664222111,3.02627099,5.435907386,3.460488768,9.744216704,4.364812079,7.735337445,5.741677234,5.260331662,4.178026215,3.160747465,3.863452606,5.424285485,4.457906358,7.03925192,5.171694038
68,8.687383586,4.717535235,5.434925319,3.217739429,6.392410192,3.669058055,3.494218616,5.848133206,4.131878464,5.771316573,7.565189027,3.652839941,4.347675566,3.903522411,4.44901095,4.727989817,4.805239361,4.370895957,6.169129381,3.681761071,3.347658807,6.532313592,6.289184896,3.27442593,7.299847744,6.188361258,3.984781673,6.308819226,6.852788365,3.99261183,7.052079436,6.604919655,5.40237846,7.357268885,7.289999998,9.324589169,4.261166239,6.208840717,6.085211958,3.473703397,4.842281854,5.090144248,4.212659944,6.54671622,6.848577384,4.614487218,3.690568298,4.306667654,3.809019147,7.999182937,3.494379654,4.734945448,6.104974279,5.770287228,4.934634193,5.996552534,4.159514608,5.435976164,3.227423957,4.256669986,8.38511275,7.31273162,8.448043313,4.325637322,7.284870968,3.485156642,3.103654872,3.596978282,7.118423577,5.072511768,6.849813676,8.277316491,3.410389239,4.029867179,7.001159041,4.536178549,3.207814193,3.613253279,7.199126689,6.544152022,5.779055834,3.016492241,6.244315197,4.674373325,7.376679454,7.223312825,6.820020766,3.487560389,3.427845681,6.967673678,4.326652077,5.679761312,6.139060408,4.34131467,7.468683201,7.594033754,4.200066892,7.05775711,9.516491155,6.054992089,9.876725828,3.288021314,3.263647308,7.951274753,6.49578441,8.738810235,4.914859457,7.250599567,4.310242903,7.845086377,6.096998029,7.07211968,2.935246986,3.30039753,4.669904506,5.929508283,3.499542649,3.669458743,5.358971866,5.115861561,5.838684689,6.659407468,3.738734589,4.959522412,5.443987381,8.162767627,4.829892062,4.959036893,3.848303729,5.180347325,5.962034696,8.846186762,4.832528093,7.397775021,2.789043836,3.237936105,3.130918185,3.83582307,9.553595431,4.829225089,6.479640405,3.793970961,6.687717611,4.247395609,6.319543822,3.681412903,4.049379621,4.230355314,5.069800142,3.217542278,6.113249832,3.483412709,7.091315607,6.211057694,3.424991617,4.002852949,4.251228842,6.335229638,3.549561311,9.161122962,5.551825703,6.86197438,4.265627493,4.330617678,6.48463399,3.531454402,4.099930446,5.481479319,4.353558229,8.226854165,2.90428098,3.160966837,5.399592033,3.319028031,6.716230738,5.403419465,8.108532752,2.639564942,3.389011177,8.149245831,4.285602869,6.530728872,3.465544858,3.940981407,3.551573562,2.933002617,5.423137844,3.351053527,9.795781661,4.413748645,7.617147158,5.6690401,4.785275249,3.873405435,3.108910763,5.5601363,5.243229198,4.008762509,6.605149076,5.433251901
